customer_id,plan,monthly_charges,contract_type
57860,Standard,70.11,Two year
57861,Standard,73.68,Month-to-month
57862,Basic,27.54,Month-to-month
57863,Standard,74.66,Month-to-month
57864,Standard,62.19,Month-to-month
57865,Basic,41.1,Month-to-month
57866,Basic,41.25,Month-to-month
57867,Standard,79.16,Two year
57868,Standard,81.02,One year
57869,Standard,84.32,Month-to-month
57870,Premium,144.67,One year
57871,Basic,31.46,Two year
57872,Premium,99.1,Month-to-month
57873,Basic,39.23,Month-to-month
57874,Standard,56.27,Two year
57875,Basic,21.81,Two year
57876,Standard,73.01,Month-to-month
57877,Standard,63.11,One year
57878,Standard,52.23,Month-to-month
57879,Premium,136.74,One year
57880,Standard,53.45,Month-to-month
57881,Basic,25.72,One year
57882,Premium,110.12,Two year
57883,Basic,41.9,Month-to-month
57884,Basic,22.26,Month-to-month
57885,Standard,81.36,One year
57886,Basic,39.71,Month-to-month
57887,Standard,53.34,Month-to-month
57888,Basic,44.47,Month-to-month
57889,Standard,72.39,Month-to-month
57890,Premium,145.32,One year
57891,Standard,54.87,One year
57892,Standard,76.38,Month-to-month
57893,Basic,27.99,Month-to-month
57894,Premium,144.63,Month-to-month
57895,Standard,54.5,Two year
57896,Premium,97.87,Month-to-month
57897,Standard,56.54,One year
57898,Standard,83.39,One year
57899,Basic,28.53,One year
57900,Basic,37.55,Month-to-month
57901,Premium,126.81,Month-to-month
57902,Basic,26.5,Month-to-month
57903,Standard,55.92,Two year
57904,Basic,39.3,One year
57905,Basic,22.55,One year
57906,Premium,148.86,Month-to-month
57907,Standard,76.44,Month-to-month
57908,Premium,112.41,One year
57909,Basic,34.02,One year
57910,Standard,77.87,Month-to-month
57911,Standard,65.61,Two year
57912,Standard,65.56,One year
57913,Standard,69.46,One year
57914,Basic,32.15,Month-to-month
57915,Premium,110.21,Two year
57916,Basic,35.59,Month-to-month
57917,Premium,125.76,Month-to-month
57918,Basic,37.47,One year
57919,Standard,76.12,One year
57920,Standard,55.24,One year
57921,Basic,42.56,Month-to-month
57922,Basic,33.94,One year
57923,Standard,64.37,Month-to-month
57924,Standard,65.2,One year
57925,Basic,38.4,One year
57926,Premium,136.38,One year
57927,Premium,110.58,Two year
57928,Basic,37.71,Two year
57929,Standard,84.0,Month-to-month
57930,Standard,53.27,Month-to-month
57931,Basic,24.63,Two year
57932,Premium,129.06,One year
57933,Basic,22.29,Month-to-month
57934,Standard,50.6,Month-to-month
57935,Basic,33.15,Month-to-month
57936,Basic,35.6,Two year
57937,Standard,65.13,One year
57938,Basic,24.05,One year
57939,Standard,76.76,One year
57940,Standard,80.11,Two year
57941,Basic,44.4,Month-to-month
57942,Standard,70.37,Month-to-month
57943,Basic,33.24,Month-to-month
57944,Basic,36.47,One year
57945,Basic,29.46,One year
57946,Premium,121.09,Month-to-month
57947,Premium,146.14,Two year
57948,Standard,72.61,Two year
57949,Basic,37.81,Month-to-month
57950,Standard,61.3,Month-to-month
57951,Standard,62.17,Month-to-month
57952,Basic,22.25,Month-to-month
57953,Standard,72.33,One year
57954,Premium,148.79,Two year
57955,Standard,51.45,One year
57956,Basic,42.61,One year
57957,Standard,70.62,Month-to-month
57958,Premium,139.0,Month-to-month
57959,Standard,52.75,Month-to-month
57960,Basic,22.95,Two year
57961,Premium,112.3,Month-to-month
57962,Premium,105.39,Two year
57963,Premium,104.87,One year
57964,Premium,100.95,One year
57965,Basic,24.81,Two year
57966,Standard,81.5,One year
57967,Standard,74.06,Two year
57968,Basic,26.33,Month-to-month
57969,Basic,34.91,Month-to-month
57970,Standard,69.97,Month-to-month
57971,Premium,122.39,Month-to-month
57972,Standard,62.13,Month-to-month
57973,Premium,140.21,Month-to-month
57974,Basic,43.04,Month-to-month
57975,Premium,97.77,Month-to-month
57976,Standard,60.95,Month-to-month
57977,Basic,26.9,Month-to-month
57978,Basic,23.58,Month-to-month
57979,Premium,113.49,One year
57980,Premium,128.73,Month-to-month
57981,Standard,83.96,One year
57982,Basic,27.4,One year
57983,Standard,63.18,Month-to-month
57984,Basic,37.69,One year
57985,Standard,84.31,One year
57986,Standard,65.23,Month-to-month
57987,Basic,22.44,Month-to-month
57988,Basic,44.71,Two year
57989,Standard,54.96,One year
57990,Standard,60.5,Month-to-month
57991,Premium,110.4,One year
57992,Standard,53.82,One year
57993,Standard,61.97,Two year
57994,Basic,42.37,One year
57995,Premium,100.37,Month-to-month
57996,Premium,140.51,One year
57997,Basic,21.59,Month-to-month
57998,Standard,69.9,Month-to-month
57999,Standard,76.66,Month-to-month
58000,Standard,61.18,Month-to-month
58001,Basic,24.9,Two year
58002,Basic,37.52,Month-to-month
58003,Premium,99.15,Two year
58004,Premium,147.12,One year
58005,Standard,62.58,Month-to-month
58006,Premium,104.77,Month-to-month
58007,Premium,122.06,One year
58008,Basic,30.44,One year
58009,Premium,143.93,Month-to-month
58010,Standard,62.34,Month-to-month
58011,Standard,62.7,Two year
58012,Basic,40.16,Two year
58013,Standard,52.72,One year
58014,Basic,36.13,Month-to-month
58015,Premium,114.07,Month-to-month
58016,Basic,43.22,Two year
58017,Standard,71.69,Month-to-month
58018,Premium,127.47,Month-to-month
58019,Premium,130.33,One year
58020,Standard,67.98,Month-to-month
58021,Standard,65.95,Month-to-month
58022,Standard,74.01,Month-to-month
58023,Standard,83.09,Two year
58024,Basic,41.29,Month-to-month
58025,Basic,44.03,Two year
58026,Standard,62.99,Month-to-month
58027,Premium,146.94,One year
58028,Basic,32.2,Month-to-month
58029,Basic,22.66,One year
58030,Premium,139.04,Month-to-month
58031,Basic,38.29,Two year
58032,Basic,32.94,One year
58033,Basic,32.54,Two year
58034,Standard,66.54,Two year
58035,Basic,29.48,One year
58036,Standard,59.39,Month-to-month
58037,Standard,74.32,One year
58038,Standard,55.6,One year
58039,Premium,142.78,Month-to-month
58040,Basic,39.19,Month-to-month
58041,Standard,59.45,Month-to-month
58042,Basic,28.15,Two year
58043,Standard,50.96,Month-to-month
58044,Basic,44.0,Two year
58045,Basic,40.27,Month-to-month
58046,Standard,64.01,One year
58047,Standard,60.8,One year
58048,Basic,22.06,One year
58049,Standard,65.79,Month-to-month
58050,Standard,70.86,Month-to-month
58051,Basic,26.89,Two year
58052,Basic,40.22,Two year
58053,Standard,67.75,Two year
58054,Standard,68.48,Month-to-month
58055,Standard,56.22,Month-to-month
58056,Basic,34.66,Month-to-month
58057,Basic,27.16,Two year
58058,Standard,62.85,One year
58059,Standard,67.0,Two year
58060,Standard,65.05,Two year
58061,Premium,112.4,Month-to-month
58062,Premium,141.04,One year
58063,Basic,31.89,Month-to-month
58064,Standard,58.87,One year
58065,Standard,72.99,Month-to-month
58066,Standard,78.37,One year
58067,Standard,84.91,Month-to-month
58068,Basic,32.37,Two year
58069,Basic,29.95,Month-to-month
58070,Premium,126.6,Month-to-month
58071,Premium,130.61,Month-to-month
58072,Basic,32.14,Month-to-month
58073,Standard,83.42,One year
58074,Premium,119.08,Month-to-month
58075,Basic,21.23,One year
58076,Premium,141.03,Two year
58077,Basic,32.64,One year
58078,Premium,144.7,Month-to-month
58079,Standard,60.84,One year
58080,Basic,40.73,One year
58081,Basic,35.61,Month-to-month
58082,Premium,127.92,One year
58083,Standard,54.7,Month-to-month
58084,Standard,56.98,Month-to-month
58085,Standard,62.52,Month-to-month
58086,Basic,28.17,One year
58087,Premium,90.2,Two year
58088,Standard,79.9,Two year
58089,Standard,59.63,Month-to-month
58090,Basic,28.09,One year
58091,Standard,65.99,Two year
58092,Basic,26.89,Month-to-month
58093,Basic,32.95,One year
58094,Standard,81.15,Month-to-month
58095,Premium,126.24,Month-to-month
58096,Standard,60.45,Month-to-month
58097,Standard,54.5,Two year
58098,Premium,120.24,One year
58099,Basic,41.95,Month-to-month
58100,Premium,139.97,Month-to-month
58101,Standard,54.14,One year
58102,Basic,26.79,Two year
58103,Premium,146.4,One year
58104,Basic,27.2,One year
58105,Standard,51.28,One year
58106,Standard,83.61,Two year
58107,Standard,68.24,One year
58108,Basic,36.81,Month-to-month
58109,Premium,142.71,Month-to-month
58110,Premium,103.55,Month-to-month
58111,Basic,32.73,Two year
58112,Standard,58.97,Two year
58113,Premium,98.2,One year
58114,Premium,108.34,One year
58115,Basic,37.81,One year
58116,Standard,70.94,One year
58117,Standard,57.05,Two year
58118,Standard,59.57,Month-to-month
58119,Basic,41.81,Month-to-month
58120,Basic,26.96,Two year
58121,Basic,22.09,One year
58122,Standard,50.79,Month-to-month
58123,Basic,44.21,Two year
58124,Premium,119.38,Two year
58125,Basic,39.63,Two year
58126,Basic,21.75,One year
58127,Basic,37.55,One year
58128,Basic,26.91,Month-to-month
58129,Basic,28.11,Two year
58130,Standard,78.93,Month-to-month
58131,Standard,76.83,One year
58132,Basic,43.51,Month-to-month
58133,Premium,125.95,Two year
58134,Basic,31.1,Month-to-month
58135,Standard,56.61,Month-to-month
58136,Basic,36.96,Two year
58137,Standard,55.15,Month-to-month
58138,Premium,130.86,One year
58139,Basic,28.42,Month-to-month
58140,Basic,23.83,Month-to-month
58141,Standard,61.14,Month-to-month
58142,Basic,37.51,Month-to-month
58143,Standard,64.65,One year
58144,Basic,20.88,Two year
58145,Premium,137.87,Two year
58146,Standard,71.04,Month-to-month
58147,Standard,61.98,Two year
58148,Basic,27.21,One year
58149,Standard,50.35,Two year
58150,Basic,43.25,One year
58151,Basic,20.76,Month-to-month
58152,Basic,27.56,One year
58153,Premium,96.52,One year
58154,Basic,41.37,One year
58155,Standard,84.4,One year
58156,Basic,37.97,Month-to-month
58157,Basic,23.66,Month-to-month
58158,Premium,143.56,One year
58159,Standard,52.27,Month-to-month
58160,Premium,129.21,One year
58161,Premium,141.4,Month-to-month
58162,Basic,31.53,One year
58163,Premium,148.89,Month-to-month
58164,Standard,80.6,Month-to-month
58165,Basic,37.05,One year
58166,Basic,35.58,Month-to-month
58167,Standard,67.55,Month-to-month
58168,Basic,43.29,Month-to-month
58169,Standard,79.32,Month-to-month
58170,Basic,33.3,One year
58171,Premium,94.89,Two year
58172,Basic,42.6,One year
58173,Premium,91.86,Month-to-month
58174,Premium,92.71,Month-to-month
58175,Basic,37.86,One year
58176,Premium,115.56,Month-to-month
58177,Basic,35.81,Month-to-month
58178,Standard,66.6,Month-to-month
58179,Premium,122.69,Two year
58180,Basic,28.18,One year
58181,Basic,36.71,One year
58182,Standard,56.16,Month-to-month
58183,Basic,24.16,Month-to-month
58184,Basic,20.35,Month-to-month
58185,Standard,61.45,One year
58186,Standard,69.23,Month-to-month
58187,Standard,75.76,Two year
58188,Basic,28.6,One year
58189,Standard,51.08,One year
58190,Standard,60.12,Month-to-month
58191,Premium,136.12,Month-to-month
58192,Basic,20.76,Month-to-month
58193,Standard,54.12,Month-to-month
58194,Standard,59.54,One year
58195,Standard,81.27,Month-to-month
58196,Basic,40.96,Two year
58197,Basic,30.78,Month-to-month
58198,Premium,105.37,Month-to-month
58199,Basic,42.38,Month-to-month
58200,Basic,44.66,One year
58201,Standard,51.77,Month-to-month
58202,Premium,147.41,Month-to-month
58203,Standard,52.25,Two year
58204,Standard,51.26,Two year
58205,Premium,124.05,Month-to-month
58206,Premium,149.32,One year
58207,Standard,84.17,Month-to-month
58208,Premium,147.03,Month-to-month
58209,Premium,100.76,Month-to-month
58210,Basic,40.65,Month-to-month
58211,Premium,128.39,Month-to-month
58212,Basic,43.92,Month-to-month
58213,Basic,39.23,Month-to-month
58214,Basic,22.99,Month-to-month
58215,Premium,124.99,One year
58216,Standard,84.54,Month-to-month
58217,Basic,35.77,Month-to-month
58218,Basic,25.2,One year
58219,Premium,127.53,Two year
58220,Standard,77.85,One year
58221,Basic,39.03,Month-to-month
58222,Basic,20.34,Two year
58223,Basic,31.05,One year
58224,Standard,52.66,One year
58225,Basic,28.24,Month-to-month
58226,Premium,100.26,One year
58227,Standard,83.07,Month-to-month
58228,Basic,28.39,Two year
58229,Basic,38.19,Month-to-month
58230,Standard,61.44,Month-to-month
58231,Basic,38.15,Month-to-month
58232,Basic,32.09,Month-to-month
58233,Standard,53.28,Month-to-month
58234,Basic,39.96,Month-to-month
58235,Basic,33.34,Month-to-month
58236,Basic,31.73,Month-to-month
58237,Premium,132.97,Month-to-month
58238,Standard,64.94,Month-to-month
58239,Standard,59.42,Two year
58240,Standard,56.79,Month-to-month
58241,Standard,79.19,Month-to-month
58242,Premium,123.9,Month-to-month
58243,Basic,42.91,Two year
58244,Standard,57.61,Month-to-month
58245,Basic,23.04,Month-to-month
58246,Standard,70.11,One year
58247,Standard,70.74,Two year
58248,Basic,41.17,Month-to-month
58249,Basic,41.3,Two year
58250,Basic,37.6,Month-to-month
58251,Basic,23.52,One year
58252,Standard,58.85,One year
58253,Basic,23.26,One year
58254,Basic,21.46,Month-to-month
58255,Basic,40.76,Two year
58256,Premium,113.48,One year
58257,Standard,69.23,One year
58258,Standard,59.6,Two year
58259,Basic,28.66,One year
58260,Standard,82.02,Two year
58261,Standard,62.77,Month-to-month
58262,Standard,82.29,Month-to-month
58263,Standard,55.14,Two year
58264,Basic,21.83,Month-to-month
58265,Basic,34.51,Month-to-month
58266,Basic,20.82,One year
58267,Standard,57.55,Month-to-month
58268,Basic,44.72,Month-to-month
58269,Basic,36.29,Month-to-month
58270,Standard,56.34,Month-to-month
58271,Basic,20.38,Month-to-month
58272,Standard,56.12,One year
58273,Basic,29.1,Month-to-month
58274,Basic,20.96,One year
58275,Standard,59.42,One year
58276,Basic,31.98,Two year
58277,Premium,94.85,Two year
58278,Basic,35.06,Month-to-month
58279,Standard,72.27,Month-to-month
58280,Basic,23.4,Two year
58281,Basic,33.77,One year
58282,Basic,38.43,Month-to-month
58283,Basic,38.09,Two year
58284,Basic,33.73,Two year
58285,Premium,124.5,Month-to-month
58286,Premium,145.63,One year
58287,Standard,56.72,Month-to-month
58288,Premium,128.96,One year
58289,Standard,72.83,Two year
58290,Standard,80.52,Two year
58291,Premium,133.76,Two year
58292,Basic,32.05,Month-to-month
58293,Standard,72.26,Two year
58294,Standard,70.15,Month-to-month
58295,Standard,65.0,Two year
58296,Premium,148.52,Month-to-month
58297,Standard,70.16,Month-to-month
58298,Basic,40.29,Two year
58299,Basic,25.01,Two year
58300,Basic,22.8,Month-to-month
58301,Standard,76.49,Month-to-month
58302,Standard,80.55,Month-to-month
58303,Basic,42.39,One year
58304,Standard,55.88,Month-to-month
58305,Basic,32.64,Month-to-month
58306,Basic,29.14,One year
58307,Basic,40.8,One year
58308,Standard,68.93,Month-to-month
58309,Basic,43.76,One year
58310,Basic,36.49,Month-to-month
58311,Basic,28.32,Month-to-month
58312,Basic,36.91,Month-to-month
58313,Basic,41.44,Two year
58314,Basic,25.77,Two year
58315,Basic,36.21,Month-to-month
58316,Basic,20.91,Month-to-month
58317,Basic,20.94,One year
58318,Basic,23.19,Month-to-month
58319,Basic,24.26,Month-to-month
58320,Standard,50.9,Month-to-month
58321,Premium,128.97,One year
58322,Standard,67.2,Month-to-month
58323,Basic,44.49,Month-to-month
58324,Premium,92.45,Month-to-month
58325,Standard,79.99,Two year
58326,Basic,30.89,One year
58327,Basic,38.92,One year
58328,Basic,28.24,Month-to-month
58329,Basic,30.09,One year
58330,Standard,62.2,Two year
58331,Basic,24.0,Month-to-month
58332,Premium,117.75,One year
58333,Basic,25.34,Month-to-month
58334,Basic,44.34,Month-to-month
58335,Standard,84.55,Two year
58336,Standard,52.82,Month-to-month
58337,Standard,60.15,One year
58338,Basic,27.72,One year
58339,Premium,110.52,One year
58340,Premium,112.07,Two year
58341,Premium,117.31,Month-to-month
58342,Basic,36.2,Two year
58343,Premium,147.91,Month-to-month
58344,Basic,22.14,One year
58345,Premium,106.0,Month-to-month
58346,Standard,78.73,Two year
58347,Basic,33.21,Month-to-month
58348,Standard,82.94,Month-to-month
58349,Basic,35.35,Month-to-month
58350,Premium,104.42,Month-to-month
58351,Premium,118.38,Two year
58352,Standard,69.22,Month-to-month
58353,Standard,63.1,Month-to-month
58354,Basic,25.01,Two year
58355,Basic,35.61,One year
58356,Standard,70.07,Month-to-month
58357,Premium,104.83,Month-to-month
58358,Basic,34.38,One year
58359,Basic,38.82,Month-to-month
58360,Basic,43.22,Month-to-month
58361,Basic,33.3,Two year
58362,Basic,42.14,Month-to-month
58363,Standard,53.22,Two year
58364,Basic,43.69,Month-to-month
58365,Premium,96.36,Two year
58366,Basic,20.69,Month-to-month
58367,Basic,44.72,Month-to-month
58368,Basic,29.5,One year
58369,Basic,24.52,One year
58370,Standard,70.41,One year
58371,Premium,103.17,Month-to-month
58372,Premium,108.54,Month-to-month
58373,Premium,124.94,Month-to-month
58374,Standard,76.37,Two year
58375,Premium,129.99,Two year
58376,Standard,83.67,Two year
58377,Basic,36.47,Month-to-month
58378,Premium,106.99,Month-to-month
58379,Premium,101.59,One year
58380,Standard,84.09,One year
58381,Basic,23.97,Month-to-month
58382,Premium,103.05,Month-to-month
58383,Basic,24.86,Two year
58384,Premium,143.21,Month-to-month
58385,Standard,77.6,Month-to-month
58386,Standard,76.04,Month-to-month
58387,Basic,24.96,One year
58388,Standard,61.58,Month-to-month
58389,Standard,55.62,Two year
58390,Standard,72.62,Two year
58391,Basic,40.81,Two year
58392,Standard,73.07,Month-to-month
58393,Standard,80.43,One year
58394,Basic,28.37,Two year
58395,Basic,22.33,Month-to-month
58396,Basic,39.95,Month-to-month
58397,Standard,60.52,Month-to-month
58398,Basic,21.66,One year
58399,Basic,34.64,Two year
58400,Premium,123.52,Month-to-month
58401,Standard,69.56,One year
58402,Basic,32.59,Two year
58403,Standard,69.31,Month-to-month
58404,Basic,27.62,Two year
58405,Basic,30.84,Two year
58406,Standard,62.36,Two year
58407,Premium,99.49,One year
58408,Basic,43.76,Month-to-month
58409,Standard,80.45,One year
58410,Basic,41.16,One year
58411,Premium,110.95,One year
58412,Standard,63.13,One year
58413,Standard,52.98,Month-to-month
58414,Standard,69.82,One year
58415,Premium,130.75,One year
58416,Basic,37.56,One year
58417,Premium,94.54,One year
58418,Basic,41.46,Month-to-month
58419,Premium,93.95,One year
58420,Basic,22.44,Month-to-month
58421,Premium,134.18,Month-to-month
58422,Basic,34.58,Month-to-month
58423,Standard,80.67,Two year
58424,Basic,23.5,Month-to-month
58425,Basic,43.08,Month-to-month
58426,Standard,65.41,One year
58427,Basic,30.37,One year
58428,Standard,77.65,Month-to-month
58429,Basic,21.89,Two year
58430,Basic,27.76,One year
58431,Basic,35.7,Month-to-month
58432,Basic,44.22,Month-to-month
58433,Standard,60.86,One year
58434,Basic,24.4,Month-to-month
58435,Basic,30.05,Month-to-month
58436,Basic,43.38,One year
58437,Basic,31.39,Two year
58438,Standard,64.19,Month-to-month
58439,Premium,118.34,Month-to-month
58440,Standard,58.12,Two year
58441,Standard,66.76,Month-to-month
58442,Premium,147.07,One year
58443,Premium,127.31,One year
58444,Standard,75.73,Month-to-month
58445,Basic,40.07,Month-to-month
58446,Basic,39.02,Two year
58447,Standard,72.87,Two year
58448,Basic,39.21,One year
58449,Standard,50.94,One year
58450,Premium,110.62,Month-to-month
58451,Basic,32.61,Month-to-month
58452,Standard,84.61,One year
58453,Basic,32.18,Month-to-month
58454,Standard,57.14,Month-to-month
58455,Standard,51.97,One year
58456,Standard,67.89,Month-to-month
58457,Standard,58.82,Month-to-month
58458,Basic,35.35,Two year
58459,Basic,42.96,One year
58460,Basic,30.08,One year
58461,Standard,53.6,Month-to-month
58462,Premium,109.03,One year
58463,Basic,25.24,Month-to-month
58464,Basic,22.31,Month-to-month
58465,Standard,51.42,One year
58466,Basic,30.12,One year
58467,Standard,81.05,One year
58468,Standard,53.13,Two year
58469,Basic,27.68,Month-to-month
58470,Standard,84.17,Month-to-month
58471,Basic,42.07,Two year
58472,Basic,28.28,Month-to-month
58473,Premium,129.48,Month-to-month
58474,Standard,64.08,Two year
58475,Basic,41.12,One year
58476,Basic,29.76,One year
58477,Basic,25.68,One year
58478,Standard,60.61,One year
58479,Basic,22.24,Month-to-month
58480,Standard,77.2,Month-to-month
58481,Basic,32.18,Month-to-month
58482,Basic,35.15,Month-to-month
58483,Basic,25.61,Month-to-month
58484,Basic,30.47,Month-to-month
58485,Basic,41.11,One year
58486,Standard,75.03,One year
58487,Basic,30.49,Two year
58488,Basic,36.55,One year
58489,Basic,25.46,Two year
58490,Premium,104.07,Two year
58491,Basic,44.47,Month-to-month
58492,Standard,61.61,Month-to-month
58493,Basic,40.87,Two year
58494,Basic,20.88,Month-to-month
58495,Premium,119.43,One year
58496,Basic,37.09,Two year
58497,Standard,67.38,Month-to-month
58498,Basic,27.61,Month-to-month
58499,Standard,80.16,Month-to-month
58500,Basic,31.36,One year
58501,Basic,37.75,Two year
58502,Basic,36.54,One year
58503,Standard,74.52,Month-to-month
58504,Premium,138.15,One year
58505,Basic,22.51,One year
58506,Standard,55.99,One year
58507,Premium,129.94,Month-to-month
58508,Basic,35.21,One year
58509,Standard,71.48,One year
58510,Standard,67.94,Month-to-month
58511,Basic,30.78,One year
58512,Basic,23.46,Month-to-month
58513,Standard,70.76,One year
58514,Basic,43.02,Month-to-month
58515,Basic,37.56,Month-to-month
58516,Standard,52.68,One year
58517,Basic,41.39,Two year
58518,Standard,71.11,One year
58519,Premium,99.81,One year
58520,Basic,25.04,Month-to-month
58521,Premium,108.59,Month-to-month
58522,Basic,38.05,One year
58523,Basic,27.35,Two year
58524,Premium,99.41,One year
58525,Basic,37.46,One year
58526,Premium,148.02,One year
58527,Standard,73.45,Month-to-month
58528,Basic,28.05,One year
58529,Standard,52.16,One year
58530,Standard,70.24,Two year
58531,Basic,27.07,Month-to-month
58532,Basic,41.48,Two year
58533,Basic,34.69,Two year
58534,Basic,36.18,Month-to-month
58535,Standard,74.92,Month-to-month
58536,Standard,79.95,Two year
58537,Basic,33.01,Month-to-month
58538,Standard,81.58,One year
58539,Basic,22.12,Month-to-month
58540,Basic,43.59,One year
58541,Basic,39.91,Two year
58542,Basic,35.19,One year
58543,Basic,39.82,One year
58544,Standard,82.27,One year
58545,Basic,35.1,Two year
58546,Standard,77.28,One year
58547,Basic,40.21,Two year
58548,Standard,70.52,Two year
58549,Standard,56.11,One year
58550,Basic,38.99,Month-to-month
58551,Standard,71.86,One year
58552,Standard,81.42,Two year
58553,Standard,84.66,Two year
58554,Standard,79.43,One year
58555,Basic,39.48,One year
58556,Premium,126.08,Two year
58557,Premium,93.39,Month-to-month
58558,Basic,41.31,Two year
58559,Standard,60.49,Two year
58560,Basic,25.91,One year
58561,Basic,21.3,Two year
58562,Basic,25.99,One year
58563,Basic,30.08,One year
58564,Premium,133.7,One year
58565,Premium,107.82,Month-to-month
58566,Standard,80.22,Two year
58567,Standard,68.05,Month-to-month
58568,Basic,38.13,Two year
58569,Basic,29.52,Month-to-month
58570,Standard,56.11,One year
58571,Premium,115.69,Month-to-month
58572,Basic,31.21,Month-to-month
58573,Premium,112.12,Month-to-month
58574,Standard,54.85,Month-to-month
58575,Basic,27.49,Two year
58576,Premium,116.47,Two year
58577,Standard,73.41,One year
58578,Standard,73.61,Month-to-month
58579,Standard,62.05,One year
58580,Basic,42.43,One year
58581,Basic,35.12,Month-to-month
58582,Basic,37.57,Month-to-month
58583,Premium,144.27,One year
58584,Standard,58.8,Month-to-month
58585,Standard,52.94,Month-to-month
58586,Basic,31.65,One year
58587,Standard,84.42,Month-to-month
58588,Premium,139.75,Month-to-month
58589,Basic,37.26,Month-to-month
58590,Standard,81.37,Month-to-month
58591,Basic,27.93,Month-to-month
58592,Standard,70.08,Month-to-month
58593,Standard,75.97,Month-to-month
58594,Basic,34.97,One year
58595,Basic,23.8,One year
58596,Basic,39.16,Month-to-month
58597,Premium,129.84,Month-to-month
58598,Basic,29.65,Month-to-month
58599,Premium,91.03,Month-to-month
58600,Basic,44.98,Month-to-month
58601,Basic,43.13,Month-to-month
58602,Basic,44.28,One year
58603,Standard,64.78,Month-to-month
58604,Basic,38.83,Two year
58605,Basic,35.11,One year
58606,Standard,52.56,Month-to-month
58607,Basic,21.17,Month-to-month
58608,Basic,43.74,Two year
58609,Basic,29.76,Month-to-month
58610,Basic,25.16,Two year
58611,Standard,56.78,Month-to-month
58612,Basic,39.1,One year
58613,Standard,72.6,Two year
58614,Standard,60.53,Month-to-month
58615,Standard,57.42,Month-to-month
58616,Basic,30.05,Month-to-month
58617,Basic,28.02,Two year
58618,Basic,25.91,Two year
58619,Standard,58.26,Month-to-month
58620,Basic,39.47,One year
58621,Premium,135.4,Month-to-month
58622,Basic,30.25,One year
58623,Basic,43.47,One year
58624,Basic,41.82,Month-to-month
58625,Basic,42.34,Month-to-month
58626,Standard,53.79,Month-to-month
58627,Standard,78.63,Two year
58628,Basic,28.53,Two year
58629,Basic,35.35,Month-to-month
58630,Standard,84.0,Month-to-month
58631,Premium,106.43,Month-to-month
58632,Premium,99.7,Month-to-month
58633,Premium,112.08,One year
58634,Basic,40.51,One year
58635,Basic,28.5,One year
58636,Standard,70.83,One year
58637,Standard,60.69,Two year
58638,Basic,32.66,One year
58639,Basic,29.99,Two year
58640,Basic,34.98,Month-to-month
58641,Basic,41.0,Month-to-month
58642,Standard,76.17,Two year
58643,Basic,42.3,Month-to-month
58644,Basic,38.12,Month-to-month
58645,Basic,42.23,One year
58646,Standard,58.13,Month-to-month
58647,Standard,54.69,Two year
58648,Standard,83.38,Month-to-month
58649,Premium,140.74,Two year
58650,Standard,78.48,Month-to-month
58651,Basic,37.03,One year
58652,Standard,82.74,One year
58653,Standard,77.96,Month-to-month
58654,Basic,22.09,Two year
58655,Standard,72.57,One year
58656,Standard,63.89,Two year
58657,Basic,36.4,Month-to-month
58658,Basic,36.38,Two year
58659,Standard,67.15,Month-to-month
58660,Standard,57.22,One year
58661,Basic,37.55,Two year
58662,Basic,37.03,One year
58663,Standard,59.18,One year
58664,Premium,95.58,Month-to-month
58665,Basic,38.43,Two year
58666,Basic,33.71,One year
58667,Standard,69.15,Month-to-month
58668,Basic,28.81,Month-to-month
58669,Basic,43.87,Month-to-month
58670,Standard,79.33,One year
58671,Basic,36.0,Month-to-month
58672,Basic,43.59,Two year
58673,Standard,68.74,One year
58674,Basic,35.76,One year
58675,Standard,81.88,One year
58676,Premium,106.51,Two year
58677,Standard,83.29,Month-to-month
58678,Basic,42.31,One year
58679,Standard,77.11,Month-to-month
58680,Premium,109.63,Month-to-month
58681,Standard,56.14,Month-to-month
58682,Basic,22.51,Two year
58683,Basic,20.53,Month-to-month
58684,Basic,38.26,Month-to-month
58685,Standard,84.16,Two year
58686,Standard,68.64,One year
58687,Standard,78.95,Two year
58688,Standard,82.93,One year
58689,Standard,77.83,Month-to-month
58690,Basic,43.15,One year
58691,Basic,42.38,One year
58692,Basic,32.03,Month-to-month
58693,Premium,111.14,Two year
58694,Basic,30.02,Two year
58695,Basic,43.38,Two year
58696,Basic,43.13,One year
58697,Standard,78.87,One year
58698,Standard,77.56,One year
58699,Premium,110.15,One year
58700,Basic,20.18,Month-to-month
58701,Basic,39.05,Month-to-month
58702,Premium,128.29,Month-to-month
58703,Basic,34.05,Month-to-month
58704,Premium,114.76,Two year
58705,Standard,52.55,Month-to-month
58706,Standard,74.75,One year
58707,Basic,26.1,One year
58708,Premium,116.38,Month-to-month
58709,Standard,82.53,Month-to-month
58710,Standard,52.07,Month-to-month
58711,Basic,38.65,One year
58712,Premium,111.02,Month-to-month
58713,Standard,67.68,One year
58714,Basic,42.8,Month-to-month
58715,Basic,26.32,One year
58716,Standard,55.27,Month-to-month
58717,Basic,21.4,Two year
58718,Standard,51.35,One year
58719,Standard,72.7,Month-to-month
58720,Standard,63.28,One year
58721,Premium,147.69,Month-to-month
58722,Standard,52.19,Two year
58723,Premium,132.31,Two year
58724,Basic,30.46,Two year
58725,Basic,44.57,Month-to-month
58726,Basic,20.07,Month-to-month
