customerid,billmonth,month,monthlycharge,totalamount,payment,paymentdate
4923,2026-06-01,6,33.6,35.95,35.95,2026-06-07
4924,2026-06-01,6,135.27,144.74,144.74,2026-06-11
4925,2026-06-01,6,70.93,75.9,75.9,2026-06-05
4926,2026-06-01,6,32.87,35.17,35.17,2026-06-18
4927,2026-06-01,6,136.84,146.42,146.42,2026-06-07
4928,2026-06-01,6,73.12,78.24,78.24,2026-06-07
4929,2026-06-01,6,126.38,135.23,135.23,2026-06-11
4930,2026-06-01,6,119.9,128.29,128.29,2026-06-05
4931,2026-06-01,6,76.84,82.22,82.22,2026-06-16
4932,2026-06-01,6,43.27,46.3,46.3,2026-06-05
4933,2026-06-01,6,20.74,22.19,22.19,2026-06-05
4934,2026-06-01,6,129.48,138.54,138.54,2026-06-05
4935,2026-06-01,6,84.15,90.04,90.04,2026-06-05
4936,2026-06-01,6,57.71,61.75,61.75,2026-06-05
4937,2026-06-01,6,131.34,140.53,140.53,2026-06-07
4938,2026-06-01,6,20.82,22.28,22.28,2026-06-05
4939,2026-06-01,6,25.92,27.73,27.73,2026-06-05
4940,2026-06-01,6,26.92,28.8,28.8,2026-06-05
4941,2026-06-01,6,40.57,43.41,43.41,2026-06-05
4942,2026-06-01,6,33.88,36.25,36.25,2026-06-05
4943,2026-06-01,6,74.29,79.49,79.49,2026-06-06
4944,2026-06-01,6,75.56,80.85,80.85,2026-06-05
4945,2026-06-01,6,30.92,33.08,33.08,2026-06-05
4946,2026-06-01,6,20.46,21.89,21.89,2026-06-05
4947,2026-06-01,6,139.31,149.06,149.06,2026-06-05
4948,2026-06-01,6,77.78,83.22,83.22,2026-06-05
4949,2026-06-01,6,24.86,26.6,26.6,2026-06-06
4950,2026-06-01,6,53.34,57.07,57.07,2026-06-05
4951,2026-06-01,6,38.17,40.84,40.84,2026-06-06
4952,2026-06-01,6,50.89,54.45,54.45,2026-06-05
4953,2026-06-01,6,27.38,29.3,29.3,2026-06-05
4954,2026-06-01,6,40.01,42.81,42.81,2026-06-07
4955,2026-06-01,6,69.32,74.17,74.17,2026-06-06
4956,2026-06-01,6,44.02,47.1,47.1,2026-06-05
4957,2026-06-01,6,90.39,96.72,96.72,2026-06-07
4958,2026-06-01,6,44.12,47.21,47.21,2026-06-17
4959,2026-06-01,6,76.42,81.77,81.77,2026-06-06
4960,2026-06-01,6,69.24,74.09,74.09,2026-06-05
4961,2026-06-01,6,120.97,129.44,129.44,2026-06-05
4962,2026-06-01,6,27.27,29.18,29.18,2026-06-07
4963,2026-06-01,6,39.84,42.63,42.63,2026-06-06
4964,2026-06-01,6,107.45,114.97,114.97,2026-06-07
4965,2026-06-01,6,27.51,29.44,29.44,2026-06-06
4966,2026-06-01,6,37.15,39.75,39.75,2026-06-08
4967,2026-06-01,6,23.02,24.63,24.63,2026-06-07
4968,2026-06-01,6,29.71,31.79,31.79,2026-06-10
4969,2026-06-01,6,40.84,43.7,43.7,2026-06-07
4970,2026-06-01,6,92.72,99.21,99.21,2026-06-05
4971,2026-06-01,6,28.56,30.56,30.56,2026-06-06
4972,2026-06-01,6,20.45,21.88,21.88,2026-06-05
4973,2026-06-01,6,96.53,103.29,103.29,2026-06-05
4974,2026-06-01,6,35.12,37.58,37.58,2026-06-05
4975,2026-06-01,6,30.42,32.55,32.55,2026-06-07
4976,2026-06-01,6,71.96,77.0,77.0,2026-06-06
4977,2026-06-01,6,69.81,74.7,74.7,2026-06-05
4978,2026-06-01,6,110.63,118.37,118.37,2026-06-05
4979,2026-06-01,6,24.64,26.36,26.36,2026-06-05
4980,2026-06-01,6,79.16,84.7,84.7,2026-06-06
4981,2026-06-01,6,29.67,31.75,31.75,2026-06-05
4982,2026-06-01,6,30.42,32.55,32.55,2026-06-07
4983,2026-06-01,6,138.83,148.55,148.55,2026-06-06
4984,2026-06-01,6,117.22,125.43,125.43,2026-06-08
4985,2026-06-01,6,59.06,63.19,63.19,2026-06-05
4986,2026-06-01,6,72.25,77.31,77.31,2026-07-06
4987,2026-06-01,6,29.89,31.98,31.98,2026-06-05
4988,2026-06-01,6,28.89,30.91,30.91,2026-06-08
4989,2026-06-01,6,76.49,81.84,81.84,2026-06-07
4990,2026-06-01,6,62.76,67.15,67.15,2026-06-29
4991,2026-06-01,6,32.12,34.37,34.37,2026-06-06
4992,2026-06-01,6,52.69,56.38,56.38,2026-07-04
4993,2026-06-01,6,108.12,115.69,115.69,2026-06-09
4994,2026-06-01,6,83.79,89.66,89.66,2026-06-05
4995,2026-06-01,6,35.66,38.16,38.16,2026-06-09
4996,2026-06-01,6,33.64,35.99,35.99,2026-06-05
4997,2026-06-01,6,64.26,68.76,68.76,2026-06-06
4998,2026-06-01,6,68.26,73.04,73.04,2026-06-05
4999,2026-06-01,6,81.76,87.48,87.48,2026-06-07
5000,2026-06-01,6,128.36,137.35,137.35,2026-06-07
5001,2026-06-01,6,77.36,82.78,82.78,2026-06-08
5002,2026-06-01,6,107.18,114.68,114.68,2026-06-17
5003,2026-06-01,6,30.97,33.14,33.14,2026-06-05
5004,2026-06-01,6,99.59,106.56,106.56,2026-06-07
5005,2026-06-01,6,91.5,97.9,97.9,2026-06-06
5006,2026-06-01,6,41.51,44.42,44.42,2026-07-07
5007,2026-06-01,6,108.64,116.24,116.24,2026-06-06
5008,2026-06-01,6,123.88,132.55,132.55,2026-06-05
5009,2026-06-01,6,68.08,72.85,72.85,2026-06-06
5010,2026-06-01,6,52.51,56.19,56.19,2026-06-06
5011,2026-06-01,6,26.6,28.46,28.46,2026-07-04
5012,2026-06-01,6,25.48,27.26,27.26,2026-06-05
5013,2026-06-01,6,40.89,43.75,43.75,2026-06-05
5014,2026-06-01,6,74.19,79.38,79.38,2026-06-06
5015,2026-06-01,6,114.84,122.88,122.88,2026-06-05
5016,2026-06-01,6,80.14,85.75,85.75,2026-06-07
5017,2026-06-01,6,130.22,139.34,139.34,2026-06-05
5018,2026-06-01,6,79.53,85.1,85.1,2026-06-07
5019,2026-06-01,6,61.32,65.61,65.61,2026-06-05
5020,2026-06-01,6,104.17,111.46,111.46,2026-06-06
5021,2026-06-01,6,82.13,87.88,87.88,2026-06-06
5022,2026-06-01,6,25.05,26.8,26.8,2026-06-09
5023,2026-06-01,6,33.48,35.82,35.82,2026-06-07
5024,2026-06-01,6,78.18,83.65,83.65,2026-06-26
5025,2026-06-01,6,37.84,40.49,40.49,2026-06-05
5026,2026-06-01,6,34.5,36.92,36.92,2026-06-07
5027,2026-06-01,6,33.7,36.06,36.06,2026-06-07
5028,2026-06-01,6,73.46,78.6,78.6,2026-06-07
5029,2026-06-01,6,72.03,77.07,77.07,2026-06-15
5030,2026-06-01,6,148.23,158.61,158.61,2026-06-08
5031,2026-06-01,6,111.69,119.51,119.51,2026-06-06
5032,2026-06-01,6,77.46,82.88,82.88,2026-06-05
5033,2026-06-01,6,24.05,25.73,25.73,2026-06-09
5034,2026-06-01,6,58.16,62.23,62.23,2026-06-05
5035,2026-06-01,6,30.27,32.39,32.39,2026-06-05
5036,2026-06-01,6,115.07,123.12,123.12,2026-06-05
5037,2026-06-01,6,81.83,87.56,87.56,2026-06-05
5038,2026-06-01,6,149.24,159.69,159.69,2026-06-06
5039,2026-06-01,6,90.58,96.92,96.92,2026-06-17
5040,2026-06-01,6,65.9,70.51,70.51,2026-06-25
5041,2026-06-01,6,74.98,80.23,80.23,2026-06-05
5042,2026-06-01,6,24.32,26.02,26.02,2026-06-11
5043,2026-06-01,6,30.48,32.61,32.61,2026-06-07
5044,2026-06-01,6,27.71,29.65,29.65,2026-06-05
5045,2026-06-01,6,33.16,35.48,35.48,2026-06-06
5046,2026-06-01,6,116.78,124.95,124.95,2026-06-06
5047,2026-06-01,6,22.73,24.32,24.32,2026-06-06
5048,2026-06-01,6,59.89,64.08,64.08,2026-06-06
5049,2026-06-01,6,109.46,117.12,117.12,2026-06-05
5050,2026-06-01,6,63.84,68.31,68.31,2026-06-05
5051,2026-06-01,6,63.55,68.0,68.0,2026-06-06
5052,2026-06-01,6,34.07,36.45,36.45,2026-06-07
5053,2026-06-01,6,42.68,45.67,45.67,2026-06-07
5054,2026-06-01,6,38.45,41.14,41.14,2026-06-07
5055,2026-06-01,6,114.04,122.02,122.02,2026-06-05
5056,2026-06-01,6,41.77,44.69,44.69,2026-06-06
5057,2026-06-01,6,35.86,38.37,38.37,2026-06-05
5058,2026-06-01,6,26.73,28.6,28.6,2026-06-07
5059,2026-06-01,6,124.36,133.07,133.07,2026-06-06
5060,2026-06-01,6,42.23,45.19,45.19,2026-06-06
5061,2026-06-01,6,75.0,80.25,80.25,2026-06-05
5062,2026-06-01,6,31.22,33.41,33.41,2026-06-05
5063,2026-06-01,6,30.57,32.71,32.71,2026-06-07
5064,2026-06-01,6,56.39,60.34,60.34,2026-06-05
5065,2026-06-01,6,37.76,40.4,40.4,2026-06-07
5066,2026-06-01,6,31.48,33.68,33.68,2026-06-06
5067,2026-06-01,6,30.99,33.16,33.16,2026-06-06
5068,2026-06-01,6,56.61,60.57,60.57,2026-06-07
5069,2026-06-01,6,25.36,27.14,27.14,2026-06-06
5070,2026-06-01,6,107.56,115.09,115.09,2026-06-05
5071,2026-06-01,6,106.61,114.07,114.07,2026-06-16
5072,2026-06-01,6,132.26,141.52,141.52,2026-06-05
5073,2026-06-01,6,66.69,71.36,71.36,2026-06-05
5074,2026-06-01,6,71.06,76.03,76.03,2026-06-10
5075,2026-06-01,6,60.5,64.74,64.74,2026-06-05
5076,2026-06-01,6,36.1,38.63,38.63,2026-06-05
5077,2026-06-01,6,104.32,111.62,111.62,2026-06-05
5078,2026-06-01,6,62.24,66.6,66.6,2026-06-07
5079,2026-06-01,6,77.74,83.18,83.18,2026-06-05
5080,2026-06-01,6,34.63,37.05,37.05,2026-06-07
5081,2026-06-01,6,73.32,78.45,78.45,2026-06-05
5082,2026-06-01,6,32.32,34.58,34.58,2026-06-09
5083,2026-06-01,6,67.78,72.52,72.52,2026-06-10
5084,2026-06-01,6,26.73,28.6,28.6,2026-06-05
5085,2026-06-01,6,84.48,90.39,90.39,2026-06-09
5086,2026-06-01,6,72.35,77.41,77.41,2026-06-10
5087,2026-06-01,6,44.63,47.75,47.75,2026-06-05
5088,2026-06-01,6,140.2,150.01,150.01,2026-06-05
5089,2026-06-01,6,149.83,160.32,160.32,2026-06-05
5090,2026-06-01,6,59.82,64.01,64.01,2026-06-08
5091,2026-06-01,6,36.54,39.1,39.1,2026-06-05
5092,2026-06-01,6,20.55,21.99,21.99,2026-06-07
5093,2026-06-01,6,123.07,131.68,131.68,2026-06-05
5094,2026-06-01,6,53.67,57.43,57.43,2026-06-07
5095,2026-06-01,6,22.87,24.47,24.47,2026-06-05
5096,2026-06-01,6,36.84,39.42,39.42,2026-06-08
5097,2026-06-01,6,84.99,90.94,90.94,2026-06-05
5098,2026-06-01,6,30.2,32.31,32.31,2026-06-05
5099,2026-06-01,6,25.76,27.56,27.56,2026-06-05
5100,2026-06-01,6,78.83,84.35,84.35,2026-06-06
5101,2026-06-01,6,33.7,36.06,36.06,2026-06-05
5102,2026-06-01,6,62.09,66.44,66.44,2026-06-09
5103,2026-06-01,6,26.2,28.03,28.03,2026-06-10
5104,2026-06-01,6,53.06,56.77,56.77,2026-06-06
5105,2026-06-01,6,69.71,74.59,74.59,2026-06-06
5106,2026-06-01,6,128.76,137.77,137.77,2026-06-06
5107,2026-06-01,6,122.18,130.73,130.73,2026-06-05
5108,2026-06-01,6,146.49,156.74,156.74,2026-06-08
5109,2026-06-01,6,59.63,63.8,63.8,2026-06-19
5110,2026-06-01,6,56.86,60.84,60.84,2026-06-05
5111,2026-06-01,6,81.09,86.77,86.77,2026-06-05
5112,2026-06-01,6,62.7,67.09,67.09,2026-06-05
5113,2026-06-01,6,84.21,90.1,90.1,2026-06-05
5114,2026-06-01,6,43.0,46.01,46.01,2026-06-06
5115,2026-06-01,6,22.95,24.56,24.56,2026-06-05
5116,2026-06-01,6,105.15,112.51,112.51,2026-06-26
5117,2026-06-01,6,122.37,130.94,130.94,2026-06-05
5118,2026-06-01,6,134.78,144.21,144.21,2026-06-06
5119,2026-06-01,6,53.77,57.53,57.53,2026-06-05
5120,2026-06-01,6,60.12,64.33,64.33,2026-06-06
5121,2026-06-01,6,25.7,27.5,27.5,2026-06-05
5122,2026-06-01,6,79.79,85.38,85.38,2026-06-24
5123,2026-06-01,6,84.65,90.58,90.58,2026-06-06
5124,2026-06-01,6,74.49,79.7,79.7,2026-06-06
5125,2026-06-01,6,80.32,85.94,85.94,2026-06-05
5126,2026-06-01,6,36.88,39.46,39.46,2026-06-15
5127,2026-06-01,6,128.16,137.13,137.13,2026-06-05
5128,2026-06-01,6,148.96,159.39,159.39,2026-06-07
5129,2026-06-01,6,75.58,80.87,80.87,2026-06-06
5130,2026-06-01,6,55.55,59.44,59.44,2026-06-05
5131,2026-06-01,6,60.26,64.48,64.48,2026-06-05
5132,2026-06-01,6,31.16,33.34,33.34,2026-06-06
5133,2026-06-01,6,83.32,89.15,89.15,2026-06-08
5134,2026-06-01,6,34.03,36.41,36.41,2026-06-05
5135,2026-06-01,6,79.31,84.86,84.86,2026-06-06
5136,2026-06-01,6,108.7,116.31,116.31,2026-06-05
5137,2026-06-01,6,82.04,87.78,87.78,2026-06-07
5138,2026-06-01,6,62.39,66.76,66.76,2026-06-05
5139,2026-06-01,6,20.09,21.5,21.5,2026-06-05
5140,2026-06-01,6,64.86,69.4,69.4,2026-06-05
5141,2026-06-01,6,54.92,58.76,58.76,2026-06-07
5142,2026-06-01,6,32.99,35.3,35.3,2026-06-06
5143,2026-06-01,6,112.7,120.59,120.59,2026-06-05
5144,2026-06-01,6,129.81,138.9,138.9,2026-06-05
5145,2026-06-01,6,70.07,74.97,74.97,2026-06-06
5146,2026-06-01,6,20.85,22.31,22.31,2026-06-05
5147,2026-06-01,6,24.62,26.34,26.34,2026-06-06
5148,2026-06-01,6,30.02,32.12,32.12,2026-06-24
5149,2026-06-01,6,91.23,97.62,97.62,2026-06-14
5150,2026-06-01,6,28.61,30.61,30.61,2026-06-08
5151,2026-06-01,6,24.15,25.84,25.84,2026-06-07
5152,2026-06-01,6,144.42,154.53,154.53,2026-06-06
5153,2026-06-01,6,63.05,67.46,67.46,2026-06-05
5154,2026-06-01,6,27.28,29.19,29.19,2026-06-06
5155,2026-06-01,6,132.24,141.5,141.5,2026-06-06
5156,2026-06-01,6,65.81,70.42,70.42,2026-06-08
5157,2026-06-01,6,31.07,33.24,33.24,2026-06-06
5158,2026-06-01,6,83.32,89.15,89.15,2026-06-06
5159,2026-06-01,6,109.32,116.97,116.97,2026-06-05
5160,2026-06-01,6,39.02,41.75,41.75,2026-06-05
5161,2026-06-01,6,38.62,41.32,41.32,2026-06-23
5162,2026-06-01,6,70.2,75.11,75.11,2026-06-05
5163,2026-06-01,6,37.52,40.15,40.15,2026-06-08
5164,2026-06-01,6,77.65,83.09,83.09,2026-06-11
5165,2026-06-01,6,69.14,73.98,73.98,2026-06-05
5166,2026-06-01,6,39.17,41.91,41.91,2026-06-05
5167,2026-06-01,6,24.37,26.08,26.08,2026-06-05
5168,2026-06-01,6,34.54,36.96,36.96,2026-06-08
5169,2026-06-01,6,33.32,35.65,35.65,2026-06-07
5170,2026-06-01,6,94.2,100.79,100.79,2026-06-06
5171,2026-06-01,6,34.18,36.57,36.57,2026-06-17
5172,2026-06-01,6,90.79,97.15,97.15,2026-06-05
5173,2026-06-01,6,41.31,44.2,44.2,2026-06-05
5174,2026-06-01,6,41.53,44.44,44.44,2026-06-06
5175,2026-06-01,6,25.92,27.73,27.73,2026-06-06
5176,2026-06-01,6,41.9,44.83,44.83,2026-06-06
5177,2026-06-01,6,107.59,115.12,115.12,2026-06-05
5178,2026-06-01,6,126.36,135.21,135.21,2026-06-05
5179,2026-06-01,6,52.89,56.59,56.59,2026-06-27
5180,2026-06-01,6,81.28,86.97,86.97,2026-06-05
5181,2026-06-01,6,34.82,37.26,37.26,2026-06-05
5182,2026-06-01,6,23.41,25.05,25.05,2026-06-07
5183,2026-06-01,6,115.58,123.67,123.67,2026-06-05
5184,2026-06-01,6,28.99,31.02,31.02,2026-06-07
5185,2026-06-01,6,84.36,90.27,90.27,2026-06-06
5186,2026-06-01,6,72.73,77.82,77.82,2026-06-05
5187,2026-06-01,6,148.32,158.7,158.7,2026-06-07
5188,2026-06-01,6,38.08,40.75,40.75,2026-06-05
5189,2026-06-01,6,134.83,144.27,144.27,2026-06-08
5190,2026-06-01,6,65.3,69.87,69.87,2026-06-05
5191,2026-06-01,6,54.78,58.61,58.61,2026-06-05
5192,2026-06-01,6,28.96,30.99,30.99,2026-06-05
5193,2026-06-01,6,79.34,84.89,84.89,2026-06-05
5194,2026-06-01,6,99.22,106.17,106.17,2026-06-05
5195,2026-06-01,6,54.16,57.95,57.95,2026-06-06
5196,2026-06-01,6,69.05,73.88,73.88,2026-07-05
5197,2026-06-01,6,124.34,133.04,133.04,2026-06-05
5198,2026-06-01,6,36.0,38.52,38.52,2026-06-25
5199,2026-06-01,6,60.74,64.99,64.99,2026-06-07
5200,2026-06-01,6,76.3,81.64,81.64,2026-06-05
5201,2026-06-01,6,27.68,29.62,29.62,2026-06-10
5202,2026-06-01,6,54.83,58.67,58.67,2026-06-15
5203,2026-06-01,6,32.82,35.12,35.12,2026-06-05
5204,2026-06-01,6,94.07,100.65,100.65,2026-06-06
5205,2026-06-01,6,35.31,37.78,37.78,2026-06-06
5206,2026-06-01,6,80.23,85.85,85.85,2026-06-07
5207,2026-06-01,6,39.77,42.55,42.55,2026-06-06
5208,2026-06-01,6,42.7,45.69,45.69,2026-06-22
5209,2026-06-01,6,60.28,64.5,64.5,2026-07-04
5210,2026-06-01,6,82.24,88.0,88.0,2026-06-05
5211,2026-06-01,6,74.79,80.03,80.03,2026-06-05
5212,2026-06-01,6,24.08,25.77,25.77,2026-06-05
5213,2026-06-01,6,44.69,47.82,47.82,2026-06-07
5214,2026-06-01,6,115.33,123.4,123.4,2026-06-11
5215,2026-06-01,6,32.22,34.48,34.48,2026-06-07
5216,2026-06-01,6,79.5,85.07,85.07,2026-06-05
5217,2026-06-01,6,73.02,78.13,78.13,2026-06-06
5218,2026-06-01,6,76.78,82.15,82.15,2026-06-24
5219,2026-06-01,6,54.58,58.4,58.4,2026-06-05
5220,2026-06-01,6,36.25,38.79,38.79,2026-06-24
5221,2026-06-01,6,79.82,85.41,85.41,2026-06-06
5222,2026-06-01,6,38.37,41.06,41.06,2026-06-05
5223,2026-06-01,6,132.46,141.73,141.73,2026-06-06
5224,2026-06-01,6,26.36,28.21,28.21,2026-06-06
5225,2026-06-01,6,34.98,37.43,37.43,2026-06-05
5226,2026-06-01,6,39.48,42.24,42.24,2026-06-05
5227,2026-06-01,6,136.32,145.86,145.86,2026-06-05
5228,2026-06-01,6,101.64,108.75,108.75,2026-06-06
5229,2026-06-01,6,39.3,42.05,42.05,2026-06-05
5230,2026-06-01,6,55.17,59.03,59.03,2026-06-05
5231,2026-06-01,6,81.32,87.01,87.01,2026-06-07
5232,2026-06-01,6,44.52,47.64,47.64,2026-06-05
5233,2026-06-01,6,25.87,27.68,27.68,2026-06-07
5234,2026-06-01,6,35.17,37.63,37.63,2026-06-09
5235,2026-06-01,6,55.75,59.65,59.65,2026-06-05
5236,2026-06-01,6,62.8,67.2,67.2,2026-06-05
5237,2026-06-01,6,127.41,136.33,136.33,2026-06-05
5238,2026-06-01,6,149.62,160.09,160.09,2026-06-05
5239,2026-06-01,6,95.48,102.16,102.16,2026-06-05
5240,2026-06-01,6,78.6,84.1,84.1,2026-06-05
5241,2026-06-01,6,28.19,30.16,30.16,2026-06-06
5242,2026-06-01,6,58.96,63.09,63.09,2026-06-05
5243,2026-06-01,6,115.62,123.71,123.71,2026-06-09
5244,2026-06-01,6,57.98,62.04,62.04,2026-06-06
5245,2026-06-01,6,41.99,44.93,44.93,2026-06-07
5246,2026-06-01,6,39.59,42.36,42.36,2026-06-06
5247,2026-06-01,6,34.71,37.14,37.14,2026-06-06
5248,2026-06-01,6,50.92,54.48,54.48,2026-06-05
5249,2026-06-01,6,68.85,73.67,73.67,2026-06-06
5250,2026-06-01,6,38.11,40.78,40.78,2026-06-05
5251,2026-06-01,6,37.23,39.84,39.84,2026-06-11
5252,2026-06-01,6,40.07,42.87,42.87,2026-06-06
5253,2026-06-01,6,32.07,34.31,34.31,2026-06-06
5254,2026-06-01,6,80.96,86.63,86.63,2026-06-07
5255,2026-06-01,6,24.06,25.74,25.74,2026-06-05
5256,2026-06-01,6,41.54,44.45,44.45,2026-06-05
5257,2026-06-01,6,35.73,38.23,38.23,2026-06-12
5258,2026-06-01,6,44.4,47.51,47.51,2026-06-09
5259,2026-06-01,6,36.29,38.83,38.83,2026-06-07
5260,2026-06-01,6,80.43,86.06,86.06,2026-06-05
5261,2026-06-01,6,107.3,114.81,114.81,2026-06-06
5262,2026-06-01,6,41.57,44.48,44.48,2026-06-05
5263,2026-06-01,6,109.77,117.45,117.45,2026-06-07
5264,2026-06-01,6,76.22,81.56,81.56,2026-06-05
5265,2026-06-01,6,39.25,42.0,42.0,2026-06-23
5266,2026-06-01,6,26.47,28.32,28.32,2026-06-07
5267,2026-06-01,6,54.42,58.23,58.23,2026-06-18
5268,2026-06-01,6,69.11,73.95,73.95,2026-06-07
5269,2026-06-01,6,145.7,155.9,155.9,2026-06-05
5270,2026-06-01,6,23.01,24.62,24.62,2026-06-05
5271,2026-06-01,6,29.49,31.55,31.55,2026-06-06
5272,2026-06-01,6,82.59,88.37,88.37,2026-06-05
5273,2026-06-01,6,58.93,63.06,63.06,2026-06-05
5274,2026-06-01,6,32.75,35.04,35.04,2026-06-08
5275,2026-06-01,6,54.11,57.9,57.9,2026-06-06
5276,2026-06-01,6,20.44,21.87,21.87,2026-06-05
5277,2026-06-01,6,55.91,59.82,59.82,2026-06-06
5278,2026-06-01,6,82.56,88.34,88.34,2026-06-05
5279,2026-06-01,6,69.66,74.54,74.54,2026-06-12
5280,2026-06-01,6,41.7,44.62,44.62,2026-06-09
5281,2026-06-01,6,30.49,32.62,32.62,2026-06-05
5282,2026-06-01,6,67.36,72.08,72.08,2026-06-05
5283,2026-06-01,6,42.22,45.18,45.18,2026-06-07
5284,2026-06-01,6,30.57,32.71,32.71,2026-06-06
5285,2026-06-01,6,37.44,40.06,40.06,2026-06-05
5286,2026-06-01,6,22.38,23.95,23.95,2026-06-05
5287,2026-06-01,6,69.15,73.99,73.99,2026-06-05
5288,2026-06-01,6,106.28,113.72,113.72,2026-06-05
5289,2026-06-01,6,36.62,39.18,39.18,2026-06-08
5290,2026-06-01,6,66.38,71.03,71.03,2026-06-05
5291,2026-06-01,6,23.4,25.04,25.04,2026-06-06
5292,2026-06-01,6,38.61,41.31,41.31,2026-06-07
5293,2026-06-01,6,37.42,40.04,40.04,2026-06-05
5294,2026-06-01,6,59.99,64.19,64.19,2026-06-07
5295,2026-06-01,6,26.82,28.7,28.7,2026-06-07
5296,2026-06-01,6,54.94,58.79,58.79,2026-06-09
5297,2026-06-01,6,24.59,26.31,26.31,2026-06-07
5298,2026-06-01,6,26.67,28.54,28.54,2026-06-10
5299,2026-06-01,6,52.85,56.55,56.55,2026-06-05
5300,2026-06-01,6,119.51,127.88,127.88,2026-06-05
5301,2026-06-01,6,138.59,148.29,148.29,2026-06-05
5302,2026-06-01,6,43.54,46.59,46.59,2026-06-05
5303,2026-06-01,6,126.38,135.23,135.23,2026-06-05
5304,2026-06-01,6,96.26,103.0,103.0,2026-06-05
5305,2026-06-01,6,31.08,33.26,33.26,2026-06-06
5306,2026-06-01,6,29.23,31.28,31.28,2026-06-05
5307,2026-06-01,6,34.01,36.39,36.39,2026-06-07
5308,2026-06-01,6,67.74,72.48,72.48,2026-06-05
5309,2026-06-01,6,25.28,27.05,27.05,2026-06-06
5310,2026-06-01,6,35.88,38.39,38.39,2026-06-07
5311,2026-06-01,6,72.16,77.21,77.21,2026-06-05
5312,2026-06-01,6,100.82,107.88,107.88,2026-06-05
5313,2026-06-01,6,52.88,56.58,56.58,2026-06-07
5314,2026-06-01,6,40.71,43.56,43.56,2026-06-07
5315,2026-06-01,6,28.14,30.11,30.11,2026-06-07
5316,2026-06-01,6,70.01,74.91,74.91,2026-06-07
5317,2026-06-01,6,125.41,134.19,134.19,2026-06-07
5318,2026-06-01,6,30.71,32.86,32.86,2026-06-05
5319,2026-06-01,6,130.35,139.47,139.47,2026-06-06
5320,2026-06-01,6,146.82,157.1,157.1,2026-06-06
5321,2026-06-01,6,57.39,61.41,61.41,2026-06-06
5322,2026-06-01,6,104.8,112.14,112.14,2026-06-05
5323,2026-06-01,6,79.81,85.4,85.4,2026-06-05
5324,2026-06-01,6,53.98,57.76,57.76,2026-06-07
5325,2026-06-01,6,50.2,53.71,53.71,2026-06-05
5326,2026-06-01,6,65.0,69.55,69.55,2026-06-05
5327,2026-06-01,6,83.85,89.72,89.72,2026-06-09
5328,2026-06-01,6,130.27,139.39,139.39,2026-06-07
5329,2026-06-01,6,126.64,135.5,135.5,2026-06-06
5330,2026-06-01,6,28.08,30.05,30.05,2026-06-07
5331,2026-06-01,6,52.35,56.01,56.01,2026-06-06
5332,2026-06-01,6,39.83,42.62,42.62,2026-06-05
5333,2026-06-01,6,42.04,44.98,44.98,2026-06-05
5334,2026-06-01,6,21.12,22.6,22.6,2026-06-07
5335,2026-06-01,6,83.66,89.52,89.52,2026-07-06
5336,2026-06-01,6,30.1,32.21,32.21,2026-06-05
5337,2026-06-01,6,44.63,47.75,47.75,2026-06-07
5338,2026-06-01,6,142.73,152.72,152.72,2026-06-05
5339,2026-06-01,6,25.27,27.04,27.04,2026-06-07
5340,2026-06-01,6,32.73,35.02,35.02,2026-06-07
5341,2026-06-01,6,78.74,84.25,84.25,2026-06-08
5342,2026-06-01,6,61.03,65.3,65.3,2026-07-03
5343,2026-06-01,6,32.38,34.65,34.65,2026-06-06
5344,2026-06-01,6,113.17,121.09,121.09,2026-06-07
5345,2026-06-01,6,37.29,39.9,39.9,2026-06-06
5346,2026-06-01,6,34.9,37.34,37.34,2026-06-05
5347,2026-06-01,6,59.03,63.16,63.16,2026-06-06
5348,2026-06-01,6,146.29,156.53,156.53,2026-06-06
5349,2026-06-01,6,71.14,76.12,76.12,2026-06-10
5350,2026-06-01,6,43.45,46.49,46.49,2026-07-07
5351,2026-06-01,6,37.7,40.34,40.34,2026-06-08
5352,2026-06-01,6,139.23,148.98,148.98,2026-06-06
5353,2026-06-01,6,56.01,59.93,59.93,2026-06-05
5354,2026-06-01,6,79.96,85.56,85.56,2026-06-13
5355,2026-06-01,6,24.52,26.24,26.24,2026-06-07
5356,2026-06-01,6,98.39,105.28,105.28,2026-06-08
5357,2026-06-01,6,29.82,31.91,31.91,2026-06-07
5358,2026-06-01,6,24.87,26.61,26.61,2026-06-07
5359,2026-06-01,6,41.68,44.6,44.6,2026-06-05
5360,2026-06-01,6,30.49,32.62,32.62,2026-06-05
5361,2026-06-01,6,57.63,61.66,61.66,2026-06-05
5362,2026-06-01,6,100.15,107.16,107.16,2026-06-08
5363,2026-06-01,6,41.23,44.12,44.12,2026-06-06
5364,2026-06-01,6,30.55,32.69,32.69,2026-06-05
5365,2026-06-01,6,125.76,134.56,134.56,2026-06-05
5366,2026-06-01,6,94.17,100.76,100.76,2026-06-07
5367,2026-06-01,6,20.32,21.74,21.74,2026-06-06
5368,2026-06-01,6,38.68,41.39,41.39,2026-06-05
5369,2026-06-01,6,81.22,86.91,86.91,2026-06-10
5370,2026-06-01,6,27.01,28.9,28.9,2026-06-08
5371,2026-06-01,6,43.47,46.51,46.51,2026-06-07
5372,2026-06-01,6,25.79,27.6,27.6,2026-06-06
