customerid,totalspending
43609,330.33
43610,419.07
43611,131.76
43612,196.92
43613,77.46
43614,360.69
43615,131.19
43616,108.57
43617,161.19
43618,219.27
43619,179.91
43620,191.04
43621,96.30
43622,174.21
43623,362.31
43624,64.50
43625,216.24
43626,186.30
43627,164.61
43628,115.68
43629,232.95
43630,87.03
43631,85.50
43632,108.24
43633,230.97
43634,244.59
43635,88.77
43636,170.97
43637,400.50
43638,101.73
43639,175.80
43640,309.00
43641,96.12
43642,125.67
43643,439.53
43644,362.01
43645,150.90
43646,98.73
43647,63.57
43648,101.82
43649,350.31
43650,196.50
43651,75.60
43652,116.49
43653,96.48
43654,106.47
43655,86.40
43656,224.31
43657,333.18
43658,320.28
43659,64.59
43660,220.05
43661,68.16
43662,92.97
43663,133.44
43664,212.19
43665,110.13
43666,68.61
43667,222.63
43668,116.79
43669,221.10
43670,417.66
43671,242.04
43672,164.37
43673,188.55
43674,107.55
43675,98.85
43676,64.20
43677,102.54
43678,128.31
43679,96.93
43680,74.16
43681,90.93
43682,190.11
43683,118.41
43684,216.66
43685,76.41
43686,116.34
43687,253.05
43688,79.53
43689,404.70
43690,232.44
43691,75.78
43692,202.08
43693,361.23
43694,127.14
43695,120.03
43696,336.45
43697,78.45
43698,130.50
43699,91.95
43700,382.56
43701,84.18
43702,132.78
43703,391.35
43704,111.39
43705,126.69
43706,167.79
43707,99.36
43708,193.44
43709,134.73
43710,126.72
43711,112.50
43712,167.97
43713,108.30
43714,75.42
43715,122.16
43716,125.07
43717,224.28
43718,233.43
43719,117.60
43720,234.33
43721,71.16
43722,184.32
43723,62.31
43724,89.67
43725,62.70
43726,385.92
43727,73.74
43728,119.46
43729,121.92
43730,128.34
43731,89.01
43732,117.66
43733,91.05
43734,84.06
43735,220.50
43736,233.85
43737,133.35
43738,195.03
43739,130.56
43740,92.82
43741,132.99
43742,129.39
43743,85.32
43744,114.06
43745,208.11
43746,275.10
43747,194.73
43748,75.42
43749,77.43
43750,303.57
43751,378.48
43752,172.14
43753,133.95
43754,88.05
43755,184.17
43756,233.07
43757,127.47
43758,175.59
43759,246.60
43760,345.57
43761,206.43
43762,242.61
43763,247.83
43764,132.84
43765,413.13
43766,170.25
43767,132.96
43768,75.30
43769,73.92
43770,124.89
43771,163.62
43772,271.23
43773,87.99
43774,117.90
43775,219.30
43776,128.79
43777,71.55
43778,64.89
43779,207.00
43780,63.63
43781,308.07
43782,124.86
43783,194.43
43784,240.78
43785,236.85
43786,327.75
43787,199.53
43788,200.07
43789,72.60
43790,184.26
43791,231.36
43792,183.42
43793,181.08
43794,129.51
43795,194.55
43796,111.93
43797,407.31
43798,107.58
43799,109.29
43800,164.67
43801,224.19
43802,248.85
43803,107.40
43804,322.23
43805,239.46
43806,103.02
43807,125.73
43808,338.94
43809,170.73
43810,86.10
43811,196.65
43812,62.25
43813,203.22
43814,223.02
43815,86.43
43816,127.47
43817,106.53
43818,152.43
43819,65.55
43820,214.08
43821,106.59
43822,231.33
43823,373.05
43824,440.61
43825,74.97
43826,220.53
43827,98.04
43828,66.84
43829,129.96
43830,385.20
43831,160.41
43832,133.98
43833,336.39
43834,388.20
43835,127.47
43836,391.23
43837,225.45
43838,129.93
43839,275.07
43840,349.38
43841,73.29
43842,200.28
43843,163.41
43844,397.95
43845,88.38
43846,206.73
43847,271.62
43848,186.96
43849,109.38
43850,103.65
43851,443.28
43852,91.68
43853,75.24
43854,68.91
43855,375.93
43856,223.89
43857,174.60
43858,115.59
43859,189.51
43860,237.54
43861,122.70
43862,101.91
43863,94.98
43864,239.19
43865,69.39
43866,121.59
43867,159.48
43868,84.51
43869,222.51
43870,276.12
43871,227.16
43872,383.07
43873,325.35
43874,103.02
43875,219.15
43876,132.81
43877,358.56
43878,69.51
43879,102.72
43880,440.43
43881,101.58
43882,179.97
43883,307.47
43884,121.62
43885,178.89
43886,216.90
43887,192.60
43888,299.85
43889,344.70
43890,101.43
43891,78.69
43892,131.40
43893,65.76
43894,342.30
43895,64.29
43896,322.59
43897,236.79
43898,79.68
43899,199.32
43900,189.93
43901,215.28
43902,101.97
43903,220.56
43904,400.38
43905,441.69
43906,60.66
43907,407.64
43908,63.42
43909,378.75
43910,68.82
43911,341.13
43912,122.07
43913,272.88
43914,106.35
43915,221.46
43916,127.29
43917,110.94
43918,84.33
43919,230.97
43920,114.03
43921,76.74
43922,361.56
43923,172.77
43924,223.89
43925,320.13
43926,88.50
43927,108.57
43928,85.20
43929,202.86
43930,211.92
43931,210.03
43932,76.50
43933,159.60
43934,204.45
43935,117.51
43936,253.71
43937,152.67
43938,113.61
43939,401.76
43940,401.91
43941,214.77
43942,272.28
43943,105.93
43944,98.55
43945,80.37
43946,447.75
43947,175.74
43948,247.44
43949,384.69
43950,273.48
43951,194.04
43952,112.38
43953,163.05
43954,117.06
43955,120.72
43956,389.19
43957,64.17
43958,208.86
43959,188.40
43960,175.17
43961,223.17
43962,291.72
43963,444.60
43964,86.73
43965,175.17
43966,120.84
43967,127.32
43968,98.76
43969,294.42
43970,114.24
43971,195.69
43972,390.42
43973,154.71
43974,76.23
43975,131.10
43976,134.13
43977,108.69
43978,227.37
43979,119.67
43980,68.43
43981,241.26
43982,163.35
43983,248.52
43984,96.54
43985,419.67
43986,72.18
43987,184.80
43988,208.50
43989,421.32
43990,184.44
43991,232.35
43992,202.11
43993,363.27
43994,90.60
43995,204.00
43996,344.49
43997,122.64
43998,373.77
43999,436.89
44000,153.90
44001,158.07
44002,84.09
44003,274.77
44004,444.48
44005,186.48
44006,102.48
44007,192.18
44008,100.05
44009,177.42
44010,68.73
44011,69.45
44012,384.27
44013,404.97
44014,110.22
44015,158.19
44016,157.89
44017,313.77
44018,77.04
44019,339.45
44020,66.21
44021,64.35
44022,424.14
44023,116.22
44024,113.61
44025,241.38
44026,81.12
44027,346.23
44028,200.55
44029,178.32
44030,199.20
44031,311.97
44032,126.66
44033,222.03
44034,122.55
44035,197.10
44036,231.39
44037,195.36
44038,104.19
44039,117.84
44040,212.31
44041,284.01
44042,67.20
44043,165.72
44044,91.17
44045,82.98
44046,132.87
44047,92.88
44048,229.20
44049,126.75
44050,221.10
44051,176.85
44052,77.46
44053,157.65
44054,116.19
44055,430.53
44056,81.06
44057,239.46
44058,120.24
44059,157.95
44060,427.11
44061,235.29
44062,172.77
44063,117.54
44064,238.05
44065,434.97
44066,186.72
44067,204.33
44068,339.03
44069,375.15
44070,87.66
44071,282.54
44072,337.59
44073,124.83
44074,211.59
44075,113.40
44076,343.38
44077,214.05
44078,428.58
44079,207.57
44080,154.47
44081,63.36
44082,209.31
44083,94.59
44084,309.63
44085,201.42
44086,77.61
44087,272.52
44088,205.32
44089,124.02
44090,177.24
44091,114.09
44092,364.80
44093,75.87
44094,65.22
44095,239.46
44096,349.32
44097,438.78
44098,74.61
44099,162.54
44100,99.48
44101,96.93
44102,104.67
44103,122.61
44104,187.38
44105,173.10
44106,245.46
44107,96.39
44108,95.46
44109,102.99
44110,179.49
44111,160.68
44112,80.58
44113,204.78
44114,344.16
44115,324.99
44116,156.03
44117,323.40
44118,113.88
44119,67.14
44120,120.24
44121,170.61
44122,63.60
44123,95.88
44124,212.73
44125,161.82
44126,229.86
44127,105.78
44128,69.51
44129,117.15
44130,336.33
44131,62.73
44132,73.35
44133,212.55
44134,165.81
44135,318.51
44136,107.70
44137,79.53
44138,89.10
44139,326.67
44140,130.41
44141,202.17
44142,81.72
44143,352.41
44144,250.77
44145,105.84
44146,112.32
44147,66.66
44148,203.91
44149,86.40
44150,106.44
44151,208.23
44152,128.01
44153,68.61
44154,60.81
44155,210.60
44156,445.65
44157,156.90
44158,66.18
44159,112.44
44160,236.94
44161,81.00
44162,171.99
44163,127.98
44164,378.03
44165,229.08
44166,61.08
44167,192.09
44168,312.27
44169,103.44
44170,220.17
44171,132.42
44172,301.14
44173,203.70
44174,89.79
44175,380.58
44176,165.33
44177,171.03
44178,241.95
44179,91.56
44180,64.89
44181,121.74
44182,86.88
44183,229.53
44184,111.57
44185,208.23
44186,130.71
44187,79.68
44188,358.68
44189,209.40
44190,252.03
44191,131.61
44192,76.65
44193,66.27
44194,250.11
44195,71.43
44196,84.39
44197,62.73
44198,120.78
44199,197.67
44200,80.37
44201,189.39
44202,114.57
44203,120.99
44204,218.91
44205,193.92
44206,350.19
44207,60.48
44208,68.16
44209,133.05
44210,101.16
44211,276.51
44212,187.20
44213,394.95
44214,340.26
44215,283.23
44216,427.35
44217,116.25
44218,374.07
44219,120.48
44220,184.44
44221,110.31
44222,157.41
44223,396.96
44224,150.03
44225,220.47
44226,102.21
44227,61.56
44228,189.57
44229,317.28
44230,355.95
44231,254.19
44232,288.63
44233,113.79
44234,98.25
44235,112.23
44236,197.76
44237,205.20
44238,151.68
44239,152.34
44240,89.01
44241,132.90
44242,191.40
44243,200.07
44244,201.93
44245,231.93
44246,324.21
44247,129.90
44248,75.81
44249,60.99
44250,117.18
44251,249.45
44252,112.44
44253,166.98
44254,68.76
44255,66.36
44256,239.70
44257,188.79
44258,248.52
44259,247.20
44260,81.87
44261,66.21
44262,429.48
44263,60.63
44264,155.13
44265,157.44
44266,411.51
44267,211.89
44268,70.20
44269,157.59
44270,248.82
44271,90.48
44272,342.72
44273,190.77
44274,166.47
44275,233.28
44276,226.02
44277,124.56
44278,249.24
44279,85.83
44280,376.29
44281,75.87
44282,157.26
44283,122.25
44284,153.78
44285,97.53
44286,86.94
44287,109.83
44288,250.14
44289,111.75
44290,245.04
44291,125.85
44292,237.42
44293,115.53
44294,69.72
44295,112.35
44296,231.27
44297,108.75
44298,120.12
44299,83.25
44300,392.22
44301,114.03
44302,252.75
44303,170.70
44304,284.43
44305,324.27
44306,403.47
44307,98.25
44308,121.56
44309,152.34
44310,345.00
44311,70.89
44312,78.33
44313,67.35
44314,197.28
44315,110.19
44316,165.72
44317,230.43
44318,313.95
44319,213.06
44320,111.42
44321,126.63
44322,92.79
44323,254.88
44324,62.67
44325,334.65
44326,364.17
44327,124.29
44328,83.85
44329,168.96
44330,170.55
44331,420.09
44332,73.59
44333,179.94
44334,228.36
44335,92.67
44336,79.08
44337,61.08
44338,298.32
44339,83.58
44340,64.38
44341,357.78
44342,230.55
44343,81.51
44344,104.73
44345,91.83
44346,98.58
44347,226.56
44348,233.94
44349,218.04
44350,343.86
44351,99.45
44352,408.96
44353,114.90
44354,317.67
44355,80.61
44356,159.42
44357,123.72
44358,221.34
44359,150.42
44360,115.95
44361,442.17
44362,162.39
44363,163.05
44364,131.76
44365,85.71
44366,95.28
44367,181.83
44368,83.28
44369,132.84
44370,104.13
44371,181.17
44372,200.10
44373,251.55
44374,343.23
44375,236.16
44376,242.88
44377,219.24
44378,69.48
44379,97.38
44380,92.52
44381,69.57
44382,243.48
44383,61.02
44384,205.02
44385,69.84
44386,71.55
44387,399.99
44388,132.78
44389,67.83
44390,225.21
44391,134.82
44392,393.81
44393,247.41
44394,100.26
44395,134.88
44396,251.07
44397,93.60
44398,220.29
44399,279.84
44400,181.02
44401,231.75
44402,110.22
44403,118.68
44404,89.49
44405,110.34
44406,111.27
44407,120.48
44408,383.46
44409,64.74
44410,118.59
44411,246.09
44412,71.97
44413,285.45
44414,249.33
44415,197.10
44416,99.06
44417,64.62
44418,443.31
44419,240.12
44420,226.65
44421,129.66
44422,199.23
44423,119.28
44424,89.79
44425,96.03
44426,129.36
44427,446.55
44428,170.49
44429,370.17
44430,72.00
44431,199.35
44432,216.96
44433,129.18
44434,401.58
44435,236.10
44436,152.79
44437,218.34
44438,115.71
44439,123.42
44440,271.05
44441,68.07
44442,119.55
44443,417.54
44444,432.18
44445,285.24
44446,164.70
44447,126.54
44448,91.05
44449,393.30
44450,91.05
44451,367.35
44452,151.56
44453,133.92
44454,86.49
44455,167.52
44456,63.06
44457,440.10
44458,239.13
44459,85.32
44460,117.57
44461,122.31
44462,275.61
44463,95.85
44464,180.75
44465,60.93
44466,69.54
44467,428.07
44468,180.45
44469,239.58
44470,98.31
44471,99.18
44472,244.14
44473,121.26
44474,112.08
44475,157.50
44476,211.56
44477,359.55
44478,85.20
44479,310.56
44480,377.52
44481,102.90
44482,86.04
44483,301.86
44484,71.37
44485,392.52
44486,132.54
44487,205.83
44488,286.86
44489,192.75
44490,73.68
44491,125.97
44492,227.67
44493,127.44
44494,77.67
44495,88.71
44496,214.29
44497,323.79
44498,92.28
44499,300.78
44500,93.72
44501,123.57
44502,327.12
44503,110.64
44504,80.79
44505,344.19
44506,77.13
44507,154.80
44508,231.54
44509,423.72
44510,126.15
44511,131.34
44512,404.55
44513,158.85
44514,380.22
44515,71.31
44516,130.95
44517,99.66
44518,249.81
44519,152.10
44520,88.95
44521,201.60
44522,201.33
44523,303.42
44524,70.68
44525,69.87
44526,239.73
44527,238.92
44528,118.74
44529,180.57
44530,95.46
44531,187.77
44532,242.61
44533,114.84
44534,205.59
44535,202.62
44536,72.75
44537,360.06
44538,178.74
44539,409.38
44540,428.58
44541,158.73
44542,376.17
44543,94.47
44544,101.28
44545,126.27
44546,157.50
44547,130.17
44548,195.39
44549,61.05
44550,204.54
44551,339.99
44552,121.53
44553,240.42
44554,218.73
44555,163.02
44556,252.87
44557,287.70
44558,156.96
44559,221.46
44560,78.99
44561,270.00
44562,114.30
44563,198.03
44564,69.69
44565,203.52
44566,207.84
44567,72.66
44568,200.70
44569,201.48
44570,449.22
44571,112.62
44572,233.64
44573,388.44
44574,212.88
44575,73.71
44576,72.33
44577,320.19
44578,111.72
44579,89.22
44580,383.67
44581,177.90
44582,127.11
44583,406.89
44584,201.60
44585,85.83
44586,247.50
44587,151.38
44588,153.42
44589,421.20
44590,78.90
44591,117.09
44592,416.76
44593,357.18
44594,158.82
44595,217.68
44596,151.17
44597,196.53
44598,166.20
44599,104.82
44600,395.64
44601,427.80
44602,123.33
44603,119.97
44604,92.82
44605,430.26
44606,91.23
44607,230.94
44608,77.46
44609,88.02
44610,179.79
44611,197.82
44612,122.31
44613,114.27
44614,392.85
44615,117.87
44616,171.06
44617,66.78
44618,129.60
44619,323.34
44620,191.64
44621,77.46
44622,230.07
44623,155.37
44624,213.84
44625,74.67
44626,232.32
44627,73.56
44628,438.96
44629,358.98
44630,305.79
44631,92.43
44632,227.61
44633,65.55
44634,73.23
44635,129.78
44636,211.68
44637,233.16
44638,73.68
44639,241.38
44640,211.47
44641,64.80
44642,442.92
44643,155.73
44644,127.38
44645,365.55
44646,414.96
44647,100.47
44648,180.06
44649,191.40
44650,111.30
44651,102.18
44652,133.26
44653,162.90
44654,445.71
44655,196.14
44656,65.73
44657,68.58
44658,161.40
44659,162.99
44660,235.92
44661,112.77
44662,239.70
44663,153.87
44664,233.73
44665,210.18
44666,102.09
44667,86.13
44668,432.63
44669,189.06
44670,121.50
44671,122.49
44672,108.93
44673,418.92
44674,252.78
44675,113.04
44676,157.41
44677,239.97
44678,190.11
44679,211.44
44680,105.21
44681,121.83
44682,216.87
44683,365.97
44684,108.60
44685,276.81
44686,162.33
44687,68.07
44688,105.93
44689,100.29
44690,122.67
44691,210.12
44692,78.33
44693,234.24
44694,186.21
44695,297.60
44696,95.43
44697,124.38
44698,179.43
44699,284.76
44700,83.73
44701,107.01
44702,440.79
44703,424.17
44704,235.68
44705,112.62
44706,125.85
44707,174.45
44708,193.35
44709,200.43
44710,446.37
44711,105.21
44712,284.73
44713,63.36
44714,113.31
44715,232.20
44716,118.47
44717,81.63
44718,163.35
44719,175.41
44720,362.91
44721,442.02
44722,66.33
44723,120.24
44724,103.62
44725,440.73
44726,153.54
44727,213.78
44728,202.05
44729,167.97
44730,243.54
44731,130.86
44732,410.01
44733,162.24
44734,170.43
44735,79.05
44736,94.29
44737,169.92
44738,83.61
44739,93.33
44740,219.21
44741,99.45
44742,322.47
44743,81.60
44744,249.51
44745,240.48
44746,128.76
44747,164.40
44748,197.22
44749,115.74
44750,424.26
44751,409.11
44752,235.23
44753,86.70
44754,385.74
44755,158.85
44756,186.57
44757,134.31
44758,222.51
44759,87.48
44760,410.19
44761,439.65
44762,197.19
44763,178.26
44764,105.54
44765,254.40
44766,170.85
44767,221.85
44768,418.89
44769,94.35
44770,184.71
44771,226.29
44772,129.00
44773,222.06
44774,159.99
44775,113.58
44776,385.80
44777,326.19
44778,203.76
44779,309.84
44780,191.07
44781,134.52
44782,130.71
44783,64.02
44784,231.54
44785,74.88
44786,101.73
44787,375.69
44788,129.39
44789,214.98
44790,232.56
44791,349.83
44792,129.78
44793,417.33
44794,159.84
44795,317.43
44796,358.38
44797,360.18
44798,164.28
44799,436.62
44800,79.98
44801,436.92
44802,376.62
44803,70.02
44804,294.69
44805,193.71
44806,101.25
44807,203.88
44808,70.92
44809,90.69
44810,348.96
44811,224.40
44812,280.68
44813,201.30
44814,217.56
44815,99.33
44816,231.69
44817,426.15
44818,89.91
44819,151.17
44820,382.68
44821,209.52
44822,83.40
44823,108.69
44824,198.57
44825,207.75
44826,84.42
44827,101.19
44828,107.82
44829,240.36
44830,324.63
44831,61.74
44832,104.43
44833,352.29
44834,73.80
44835,171.12
44836,248.28
44837,325.44
44838,102.93
44839,315.21
44840,228.03
44841,61.92
44842,68.94
44843,176.79
44844,109.86
44845,197.88
44846,107.04
44847,109.77
44848,114.93
44849,195.39
44850,406.50
44851,133.02
44852,223.50
44853,358.44
44854,62.01
44855,189.30
44856,295.77
44857,66.21
44858,156.03
44859,169.26
44860,133.20
44861,174.90
44862,87.84
44863,99.81
44864,104.97
44865,177.63
44866,219.66
44867,107.73
44868,244.77
44869,300.39
44870,69.45
44871,158.52
44872,108.72
44873,115.23
44874,244.14
44875,73.47
44876,377.31
44877,112.80
44878,108.93
44879,69.12
44880,126.60
44881,270.72
44882,390.60
44883,60.93
44884,180.57
44885,154.26
44886,113.91
44887,400.62
44888,172.14
44889,118.59
44890,333.78
44891,110.01
44892,182.85
44893,60.12
44894,100.71
44895,94.86
44896,188.70
44897,87.09
44898,88.11
44899,114.21
44900,322.95
44901,293.19
44902,295.50
44903,212.43
44904,209.46
44905,430.62
44906,218.25
44907,253.14
44908,214.41
44909,175.47
44910,100.92
44911,61.68
44912,95.91
44913,185.07
44914,67.77
44915,103.74
44916,116.58
44917,247.05
44918,430.68
44919,397.47
44920,201.81
44921,119.67
44922,443.13
44923,225.78
44924,66.12
44925,223.38
44926,202.38
44927,396.39
44928,128.64
44929,440.31
44930,297.48
44931,112.32
44932,87.30
44933,389.25
44934,237.00
44935,224.97
44936,214.35
44937,107.64
44938,354.27
44939,129.87
44940,233.43
44941,160.35
44942,404.40
44943,252.66
44944,316.83
44945,414.84
44946,239.46
44947,322.68
44948,184.11
44949,362.61
44950,423.69
44951,154.14
44952,72.18
44953,184.11
44954,365.58
44955,96.48
44956,100.38
44957,192.39
44958,236.01
44959,438.24
44960,61.62
44961,342.87
44962,271.68
44963,200.91
44964,227.40
44965,253.29
44966,82.23
44967,221.31
44968,172.98
44969,216.03
44970,113.10
44971,192.93
44972,155.46
44973,124.86
44974,105.81
44975,209.85
44976,241.11
44977,417.27
44978,177.12
44979,274.62
44980,254.34
44981,75.63
44982,100.05
44983,238.56
44984,113.13
44985,129.03
44986,97.62
44987,75.09
44988,225.36
44989,169.83
44990,404.55
44991,111.96
44992,424.50
44993,71.79
44994,346.50
44995,94.20
44996,189.45
44997,204.09
44998,187.32
44999,88.95
45000,150.81
45001,198.69
45002,215.88
45003,120.66
45004,157.59
45005,243.57
45006,220.80
45007,101.82
45008,117.39
45009,405.45
45010,111.90
45011,105.18
45012,92.40
45013,60.03
45014,109.77
45015,66.36
45016,65.91
45017,242.73
45018,108.00
45019,200.70
45020,375.18
45021,133.17
45022,80.40
45023,288.48
45024,186.69
45025,220.35
45026,92.73
45027,245.52
45028,113.34
45029,131.10
45030,61.44
45031,160.26
45032,251.70
45033,62.67
45034,365.10
45035,439.86
45036,294.63
45037,129.24
45038,70.86
45039,69.21
45040,82.11
45041,242.58
45042,115.68
45043,194.01
45044,158.70
45045,79.74
45046,101.79
45047,378.03
45048,407.49
45049,108.21
45050,100.53
45051,248.49
45052,93.09
45053,116.40
45054,115.98
45055,249.12
45056,183.15
45057,278.88
45058,69.69
45059,65.04
45060,158.25
45061,73.74
45062,373.83
45063,192.00
45064,125.79
45065,307.08
45066,192.39
45067,173.76
45068,101.73
45069,94.59
45070,300.60
45071,167.04
45072,109.44
45073,274.95
45074,178.53
45075,81.96
45076,295.50
45077,102.30
45078,209.49
45079,90.45
45080,240.69
45081,91.86
45082,209.28
45083,171.84
45084,164.07
45085,321.33
45086,191.94
45087,242.49
45088,427.53
45089,112.77
45090,61.08
45091,179.28
45092,182.82
45093,69.06
45094,193.65
45095,190.47
45096,427.38
45097,321.39
45098,88.53
45099,365.79
45100,222.75
45101,203.91
45102,83.16
45103,192.90
45104,113.64
45105,103.44
45106,293.34
45107,300.30
45108,116.46
45109,200.70
45110,366.45
45111,71.79
45112,77.25
45113,121.71
45114,121.65
45115,254.46
45116,99.33
45117,67.14
45118,110.79
45119,198.33
45120,62.16
45121,126.66
45122,90.63
45123,153.00
45124,134.31
45125,248.13
45126,133.74
45127,251.04
45128,76.74
45129,253.38
45130,282.42
45131,392.88
45132,235.23
45133,100.95
45134,107.64
45135,204.42
45136,67.23
45137,91.29
45138,92.28
45139,371.31
45140,77.40
45141,96.99
45142,202.23
45143,132.78
45144,193.29
45145,152.19
45146,88.53
45147,171.78
45148,374.97
45149,224.01
45150,429.96
45151,117.69
45152,118.50
45153,329.28
45154,75.21
45155,175.29
45156,88.23
45157,113.46
45158,121.71
45159,64.20
45160,411.39
45161,195.21
45162,197.55
45163,216.33
45164,360.93
45165,64.29
45166,83.88
45167,111.45
45168,253.47
45169,91.05
45170,202.95
45171,226.65
45172,357.96
45173,307.53
45174,122.07
45175,173.67
45176,185.82
45177,294.42
45178,115.50
45179,129.81
45180,437.40
45181,151.17
45182,168.42
45183,114.18
45184,417.57
45185,272.94
45186,388.08
45187,119.52
45188,368.10
45189,376.02
45190,204.96
45191,103.86
45192,184.38
45193,70.23
45194,71.04
45195,68.94
45196,61.98
45197,114.81
45198,114.75
45199,420.15
45200,204.57
45201,74.01
45202,186.09
45203,215.94
45204,126.00
45205,216.15
45206,390.36
45207,152.49
45208,103.44
45209,113.82
45210,293.22
45211,158.40
45212,226.47
45213,200.82
45214,110.97
45215,86.10
45216,86.82
45217,124.59
45218,220.83
45219,182.40
45220,211.80
45221,436.53
45222,157.92
45223,126.66
45224,72.60
45225,125.31
45226,239.76
45227,106.62
45228,222.60
45229,79.38
45230,245.67
45231,82.77
45232,349.77
45233,122.91
45234,64.59
45235,307.35
45236,109.86
45237,195.99
45238,242.55
45239,295.29
45240,244.20
45241,181.92
45242,74.61
45243,99.39
45244,247.92
45245,90.00
45246,103.23
45247,221.25
45248,393.15
45249,133.32
45250,113.55
45251,87.99
45252,130.80
45253,314.94
45254,117.66
45255,190.20
45256,180.27
45257,97.44
45258,76.62
45259,62.07
45260,85.20
45261,398.40
45262,131.46
45263,165.66
45264,106.38
45265,197.40
45266,80.85
45267,115.50
45268,235.53
45269,116.28
45270,102.06
45271,181.74
45272,250.35
45273,77.16
45274,360.15
45275,79.65
45276,90.03
45277,87.36
45278,95.43
45279,131.01
45280,85.08
45281,78.42
45282,321.51
45283,399.06
45284,82.29
45285,434.52
45286,125.19
45287,383.25
45288,93.87
45289,163.56
45290,186.87
45291,75.12
45292,114.39
45293,111.12
45294,183.51
45295,185.46
45296,74.04
45297,280.26
45298,75.60
45299,277.26
45300,127.65
45301,94.80
45302,214.59
45303,254.82
45304,202.11
45305,207.75
45306,87.99
45307,63.87
45308,366.03
45309,68.91
45310,60.78
45311,332.28
45312,325.02
45313,215.94
45314,333.27
45315,115.56
45316,190.80
45317,316.59
45318,349.05
45319,123.24
45320,197.16
45321,116.64
45322,205.77
45323,368.70
45324,170.19
45325,431.82
45326,382.20
45327,245.49
45328,214.02
45329,445.50
45330,203.67
45331,104.61
45332,205.35
45333,430.35
45334,204.87
45335,104.76
45336,171.39
45337,233.19
45338,101.40
45339,106.77
45340,88.71
45341,100.71
45342,326.40
45343,103.86
45344,206.91
45345,112.95
45346,103.80
45347,183.39
45348,102.00
45349,205.17
45350,202.41
45351,186.24
45352,378.45
45353,169.47
45354,87.30
45355,77.79
45356,430.80
45357,311.49
45358,199.11
45359,152.91
45360,210.96
45361,297.69
45362,313.71
45363,116.43
45364,153.87
45365,75.93
45366,62.70
45367,246.57
45368,127.89
45369,248.61
45370,160.29
45371,79.23
45372,124.38
45373,79.17
45374,62.37
45375,94.50
45376,158.91
45377,111.30
45378,433.23
45379,68.34
45380,387.51
45381,300.00
45382,76.41
45383,413.34
45384,237.27
45385,247.92
45386,326.16
45387,212.85
45388,163.83
45389,106.35
45390,80.40
45391,87.57
45392,112.80
45393,192.66
45394,357.60
45395,314.28
45396,114.12
45397,222.33
45398,130.65
45399,76.92
45400,285.42
45401,176.55
45402,224.46
45403,217.38
45404,361.08
45405,158.34
45406,193.65
45407,79.32
45408,130.05
45409,353.22
45410,62.10
45411,327.60
45412,88.17
45413,161.58
45414,125.91
45415,249.63
45416,79.71
45417,72.60
45418,109.32
45419,118.74
45420,86.64
45421,107.34
45422,304.59
45423,240.90
45424,155.64
45425,356.70
45426,215.97
45427,66.93
45428,212.61
45429,65.19
45430,234.93
45431,227.40
45432,211.98
45433,288.36
45434,72.72
45435,114.54
45436,217.92
45437,74.67
45438,211.11
45439,228.84
45440,248.76
45441,109.38
45442,315.12
45443,366.45
45444,390.99
45445,208.53
45446,195.42
45447,207.15
45448,78.27
45449,112.89
45450,236.97
45451,236.07
45452,275.37
45453,309.54
45454,163.29
45455,240.63
45456,431.43
45457,229.17
45458,222.30
45459,74.40
45460,94.17
45461,244.32
45462,197.52
45463,180.51
45464,87.21
45465,173.79
45466,129.42
45467,170.64
45468,191.82
45469,134.22
45470,223.26
45471,82.29
45472,121.86
45473,90.57
45474,81.87
45475,167.22
45476,186.33
45477,67.05
45478,127.29
45479,61.65
45480,92.34
45481,215.28
45482,309.96
45483,361.35
45484,221.91
45485,166.14
45486,205.44
45487,328.89
45488,251.19
45489,118.35
45490,114.03
45491,104.82
45492,65.94
45493,376.95
45494,85.26
45495,203.10
45496,104.70
45497,388.08
45498,122.58
45499,108.72
45500,71.73
45501,192.21
45502,237.15
45503,293.97
45504,66.39
45505,106.83
45506,380.61
45507,249.45
45508,69.39
45509,326.40
45510,115.98
45511,117.09
45512,197.61
45513,321.36
45514,229.83
45515,154.32
45516,319.77
45517,338.76
45518,82.08
45519,341.52
45520,181.26
45521,273.72
45522,283.65
45523,110.91
45524,86.19
45525,227.97
45526,88.80
45527,238.05
45528,111.48
45529,63.75
45530,297.66
45531,210.21
45532,250.14
45533,74.46
45534,439.53
45535,196.86
45536,87.87
45537,109.77
45538,67.20
45539,115.56
45540,296.94
45541,99.84
45542,196.05
45543,74.76
45544,106.26
45545,79.20
45546,174.30
45547,63.30
45548,152.01
45549,237.15
45550,93.84
45551,184.35
45552,193.02
45553,228.51
45554,172.71
45555,81.90
45556,169.08
45557,210.24
45558,106.62
45559,213.90
45560,295.62
45561,106.23
45562,200.82
45563,133.23
45564,113.07
45565,65.40
45566,124.62
45567,112.14
45568,89.22
45569,125.01
45570,314.31
45571,219.87
45572,89.58
45573,226.86
45574,335.01
45575,71.22
45576,219.81
45577,96.54
45578,97.26
45579,223.23
45580,406.83
45581,166.83
45582,108.66
45583,86.28
45584,156.09
45585,72.81
45586,305.79
45587,98.94
45588,242.97
45589,90.69
45590,61.41
45591,412.20
45592,97.53
45593,247.53
45594,107.01
45595,102.72
45596,328.59
45597,194.97
45598,119.82
45599,81.90
45600,231.39
45601,91.26
45602,298.71
45603,253.23
45604,204.33
45605,318.96
45606,216.60
