customerid,billmonth,totalamount,spendrank
60480,2026-05-01,57.58,153865
60480,2026-06-01,57.58,153865
60480,2026-07-01,57.58,153865
70634,2026-07-01,57.58,153865
70634,2026-06-01,57.58,153865
70634,2026-05-01,57.58,153865
72282,2026-06-01,57.58,153865
72282,2026-05-01,57.58,153865
72282,2026-07-01,57.58,153865
77009,2026-07-01,57.58,153865
77009,2026-06-01,57.58,153865
77009,2026-05-01,57.58,153865
77665,2026-06-01,57.58,153865
77665,2026-07-01,57.58,153865
77665,2026-05-01,57.58,153865
79451,2026-07-01,57.58,153865
79451,2026-05-01,57.58,153865
79451,2026-06-01,57.58,153865
87004,2026-06-01,57.58,153865
87004,2026-05-01,57.58,153865
87004,2026-07-01,57.58,153865
87170,2026-05-01,57.58,153865
87170,2026-07-01,57.58,153865
87170,2026-06-01,57.58,153865
89842,2026-05-01,57.58,153865
89842,2026-07-01,57.58,153865
89842,2026-06-01,57.58,153865
94955,2026-07-01,57.58,153865
94955,2026-06-01,57.58,153865
94955,2026-05-01,57.58,153865
8762,2026-06-01,57.57,153916
8762,2026-05-01,57.57,153916
8762,2026-07-01,57.57,153916
18919,2026-05-01,57.57,153916
18919,2026-06-01,57.57,153916
18919,2026-07-01,57.57,153916
27488,2026-05-01,57.57,153916
27488,2026-07-01,57.57,153916
27488,2026-06-01,57.57,153916
37255,2026-05-01,57.57,153916
37255,2026-07-01,57.57,153916
37255,2026-06-01,57.57,153916
44658,2026-05-01,57.57,153916
44658,2026-07-01,57.57,153916
44658,2026-06-01,57.57,153916
47463,2026-07-01,57.57,153916
47463,2026-06-01,57.57,153916
47463,2026-05-01,57.57,153916
50061,2026-06-01,57.57,153916
50061,2026-05-01,57.57,153916
50061,2026-07-01,57.57,153916
51897,2026-07-01,57.57,153916
51897,2026-06-01,57.57,153916
51897,2026-05-01,57.57,153916
53389,2026-07-01,57.57,153916
53389,2026-06-01,57.57,153916
53389,2026-05-01,57.57,153916
53711,2026-07-01,57.57,153916
53711,2026-05-01,57.57,153916
53711,2026-06-01,57.57,153916
56006,2026-05-01,57.57,153916
56006,2026-07-01,57.57,153916
56006,2026-06-01,57.57,153916
56339,2026-06-01,57.57,153916
56339,2026-07-01,57.57,153916
56339,2026-05-01,57.57,153916
70775,2026-05-01,57.57,153916
70775,2026-07-01,57.57,153916
70775,2026-06-01,57.57,153916
80946,2026-05-01,57.57,153916
80946,2026-07-01,57.57,153916
80946,2026-06-01,57.57,153916
92721,2026-06-01,57.57,153916
92721,2026-07-01,57.57,153916
92721,2026-05-01,57.57,153916
31565,2026-05-01,57.56,153961
31565,2026-07-01,57.56,153961
31565,2026-06-01,57.56,153961
58626,2026-07-01,57.56,153961
58626,2026-06-01,57.56,153961
58626,2026-05-01,57.56,153961
70187,2026-07-01,57.56,153961
70187,2026-06-01,57.56,153961
70187,2026-05-01,57.56,153961
7987,2026-06-01,57.54,153970
7987,2026-05-01,57.54,153970
7987,2026-07-01,57.54,153970
25246,2026-06-01,57.54,153970
25246,2026-07-01,57.54,153970
25246,2026-05-01,57.54,153970
36458,2026-07-01,57.54,153970
36458,2026-06-01,57.54,153970
36458,2026-05-01,57.54,153970
55514,2026-06-01,57.54,153970
55514,2026-05-01,57.54,153970
55514,2026-07-01,57.54,153970
56880,2026-07-01,57.54,153970
56880,2026-06-01,57.54,153970
56880,2026-05-01,57.54,153970
56921,2026-05-01,57.54,153970
56921,2026-07-01,57.54,153970
56921,2026-06-01,57.54,153970
57607,2026-06-01,57.54,153970
57607,2026-05-01,57.54,153970
57607,2026-07-01,57.54,153970
95629,2026-06-01,57.54,153970
95629,2026-05-01,57.54,153970
95629,2026-07-01,57.54,153970
5119,2026-05-01,57.53,153994
5119,2026-06-01,57.53,153994
5119,2026-07-01,57.53,153994
8202,2026-07-01,57.53,153994
8202,2026-05-01,57.53,153994
8202,2026-06-01,57.53,153994
10490,2026-06-01,57.53,153994
10490,2026-05-01,57.53,153994
10490,2026-07-01,57.53,153994
11762,2026-05-01,57.53,153994
11762,2026-06-01,57.53,153994
11762,2026-07-01,57.53,153994
14654,2026-07-01,57.53,153994
14654,2026-06-01,57.53,153994
14654,2026-05-01,57.53,153994
28709,2026-06-01,57.53,153994
28709,2026-07-01,57.53,153994
28709,2026-05-01,57.53,153994
29745,2026-05-01,57.53,153994
29745,2026-06-01,57.53,153994
29745,2026-07-01,57.53,153994
35833,2026-06-01,57.53,153994
35833,2026-05-01,57.53,153994
35833,2026-07-01,57.53,153994
36995,2026-05-01,57.53,153994
36995,2026-06-01,57.53,153994
36995,2026-07-01,57.53,153994
61495,2026-07-01,57.53,153994
61495,2026-05-01,57.53,153994
61495,2026-06-01,57.53,153994
68168,2026-07-01,57.53,153994
68168,2026-06-01,57.53,153994
68168,2026-05-01,57.53,153994
73856,2026-05-01,57.53,153994
73856,2026-07-01,57.53,153994
73856,2026-06-01,57.53,153994
91766,2026-05-01,57.53,153994
91766,2026-07-01,57.53,153994
91766,2026-06-01,57.53,153994
20996,2026-07-01,57.52,154033
20996,2026-05-01,57.52,154033
20996,2026-06-01,57.52,154033
25316,2026-05-01,57.52,154033
25316,2026-07-01,57.52,154033
25316,2026-06-01,57.52,154033
36213,2026-05-01,57.52,154033
36213,2026-06-01,57.52,154033
36213,2026-07-01,57.52,154033
49052,2026-07-01,57.52,154033
49052,2026-05-01,57.52,154033
49052,2026-06-01,57.52,154033
56612,2026-07-01,57.52,154033
56612,2026-05-01,57.52,154033
56612,2026-06-01,57.52,154033
60887,2026-05-01,57.52,154033
60887,2026-06-01,57.52,154033
60887,2026-07-01,57.52,154033
79151,2026-06-01,57.52,154033
79151,2026-05-01,57.52,154033
79151,2026-07-01,57.52,154033
97881,2026-07-01,57.52,154033
97881,2026-05-01,57.52,154033
97881,2026-06-01,57.52,154033
6650,2026-05-01,57.51,154057
6650,2026-07-01,57.51,154057
6650,2026-06-01,57.51,154057
10639,2026-06-01,57.51,154057
10639,2026-05-01,57.51,154057
10639,2026-07-01,57.51,154057
39077,2026-07-01,57.51,154057
39077,2026-05-01,57.51,154057
39077,2026-06-01,57.51,154057
57468,2026-06-01,57.51,154057
57468,2026-07-01,57.51,154057
57468,2026-05-01,57.51,154057
59443,2026-06-01,57.51,154057
59443,2026-07-01,57.51,154057
59443,2026-05-01,57.51,154057
77268,2026-07-01,57.51,154057
77268,2026-05-01,57.51,154057
77268,2026-06-01,57.51,154057
80749,2026-06-01,57.51,154057
80749,2026-05-01,57.51,154057
80749,2026-07-01,57.51,154057
88044,2026-07-01,57.51,154057
88044,2026-05-01,57.51,154057
88044,2026-06-01,57.51,154057
92199,2026-06-01,57.51,154057
92199,2026-05-01,57.51,154057
92199,2026-07-01,57.51,154057
93374,2026-06-01,57.51,154057
93374,2026-05-01,57.51,154057
93374,2026-07-01,57.51,154057
7775,2026-05-01,57.50,154087
7775,2026-07-01,57.50,154087
7775,2026-06-01,57.50,154087
20241,2026-07-01,57.50,154087
20241,2026-06-01,57.50,154087
20241,2026-05-01,57.50,154087
20251,2026-06-01,57.50,154087
20251,2026-07-01,57.50,154087
20251,2026-05-01,57.50,154087
21745,2026-05-01,57.50,154087
21745,2026-07-01,57.50,154087
21745,2026-06-01,57.50,154087
22771,2026-07-01,57.50,154087
22771,2026-05-01,57.50,154087
22771,2026-06-01,57.50,154087
53172,2026-06-01,57.50,154087
53172,2026-05-01,57.50,154087
53172,2026-07-01,57.50,154087
63430,2026-07-01,57.50,154087
63430,2026-05-01,57.50,154087
63430,2026-06-01,57.50,154087
75786,2026-07-01,57.50,154087
75786,2026-06-01,57.50,154087
75786,2026-05-01,57.50,154087
83234,2026-07-01,57.50,154087
83234,2026-05-01,57.50,154087
83234,2026-06-01,57.50,154087
86889,2026-05-01,57.50,154087
86889,2026-07-01,57.50,154087
86889,2026-06-01,57.50,154087
35802,2026-06-01,57.49,154117
35802,2026-07-01,57.49,154117
35802,2026-05-01,57.49,154117
37520,2026-06-01,57.49,154117
37520,2026-05-01,57.49,154117
37520,2026-07-01,57.49,154117
43617,2026-05-01,57.49,154117
43617,2026-06-01,57.49,154117
43617,2026-07-01,57.49,154117
48770,2026-05-01,57.49,154117
48770,2026-06-01,57.49,154117
48770,2026-07-01,57.49,154117
74514,2026-05-01,57.49,154117
74514,2026-07-01,57.49,154117
74514,2026-06-01,57.49,154117
78414,2026-06-01,57.49,154117
78414,2026-05-01,57.49,154117
78414,2026-07-01,57.49,154117
89504,2026-07-01,57.49,154117
89504,2026-06-01,57.49,154117
89504,2026-05-01,57.49,154117
94204,2026-05-01,57.49,154117
94204,2026-07-01,57.49,154117
94204,2026-06-01,57.49,154117
1093,2026-06-01,57.48,154141
1093,2026-05-01,57.48,154141
1093,2026-07-01,57.48,154141
2418,2026-05-01,57.48,154141
2418,2026-06-01,57.48,154141
2418,2026-07-01,57.48,154141
5417,2026-05-01,57.48,154141
5417,2026-06-01,57.48,154141
5417,2026-07-01,57.48,154141
9630,2026-07-01,57.48,154141
9630,2026-05-01,57.48,154141
9630,2026-06-01,57.48,154141
9696,2026-05-01,57.48,154141
9696,2026-06-01,57.48,154141
9696,2026-07-01,57.48,154141
26599,2026-05-01,57.48,154141
26599,2026-07-01,57.48,154141
26599,2026-06-01,57.48,154141
28251,2026-07-01,57.48,154141
28251,2026-06-01,57.48,154141
28251,2026-05-01,57.48,154141
28315,2026-05-01,57.48,154141
28315,2026-07-01,57.48,154141
28315,2026-06-01,57.48,154141
50366,2026-05-01,57.48,154141
50366,2026-06-01,57.48,154141
50366,2026-07-01,57.48,154141
70771,2026-07-01,57.48,154141
70771,2026-06-01,57.48,154141
70771,2026-05-01,57.48,154141
99017,2026-06-01,57.48,154141
99017,2026-07-01,57.48,154141
99017,2026-05-01,57.48,154141
2362,2026-06-01,57.47,154174
2362,2026-07-01,57.47,154174
2362,2026-05-01,57.47,154174
9056,2026-05-01,57.47,154174
9056,2026-06-01,57.47,154174
9056,2026-07-01,57.47,154174
12507,2026-06-01,57.47,154174
12507,2026-07-01,57.47,154174
12507,2026-05-01,57.47,154174
40346,2026-05-01,57.47,154174
40346,2026-07-01,57.47,154174
40346,2026-06-01,57.47,154174
45803,2026-07-01,57.47,154174
45803,2026-06-01,57.47,154174
45803,2026-05-01,57.47,154174
59509,2026-05-01,57.47,154174
59509,2026-06-01,57.47,154174
59509,2026-07-01,57.47,154174
74575,2026-05-01,57.47,154174
74575,2026-07-01,57.47,154174
74575,2026-06-01,57.47,154174
75830,2026-05-01,57.47,154174
75830,2026-06-01,57.47,154174
75830,2026-07-01,57.47,154174
93506,2026-05-01,57.47,154174
93506,2026-07-01,57.47,154174
93506,2026-06-01,57.47,154174
15666,2026-05-01,57.46,154201
15666,2026-07-01,57.46,154201
15666,2026-06-01,57.46,154201
25111,2026-07-01,57.46,154201
25111,2026-05-01,57.46,154201
25111,2026-06-01,57.46,154201
27130,2026-07-01,57.46,154201
27130,2026-06-01,57.46,154201
27130,2026-05-01,57.46,154201
29768,2026-07-01,57.46,154201
29768,2026-06-01,57.46,154201
29768,2026-05-01,57.46,154201
33950,2026-06-01,57.46,154201
33950,2026-05-01,57.46,154201
33950,2026-07-01,57.46,154201
45635,2026-05-01,57.46,154201
45635,2026-06-01,57.46,154201
45635,2026-07-01,57.46,154201
45871,2026-05-01,57.46,154201
45871,2026-06-01,57.46,154201
45871,2026-07-01,57.46,154201
49177,2026-06-01,57.46,154201
49177,2026-05-01,57.46,154201
49177,2026-07-01,57.46,154201
60926,2026-07-01,57.46,154201
60926,2026-05-01,57.46,154201
60926,2026-06-01,57.46,154201
72766,2026-06-01,57.46,154201
72766,2026-05-01,57.46,154201
72766,2026-07-01,57.46,154201
74923,2026-06-01,57.46,154201
74923,2026-07-01,57.46,154201
74923,2026-05-01,57.46,154201
2648,2026-07-01,57.45,154234
2648,2026-05-01,57.45,154234
2648,2026-06-01,57.45,154234
18486,2026-06-01,57.45,154234
18486,2026-05-01,57.45,154234
18486,2026-07-01,57.45,154234
20911,2026-06-01,57.45,154234
20911,2026-05-01,57.45,154234
20911,2026-07-01,57.45,154234
40015,2026-05-01,57.45,154234
40015,2026-07-01,57.45,154234
40015,2026-06-01,57.45,154234
55062,2026-05-01,57.45,154234
55062,2026-07-01,57.45,154234
55062,2026-06-01,57.45,154234
63350,2026-07-01,57.45,154234
63350,2026-05-01,57.45,154234
63350,2026-06-01,57.45,154234
71637,2026-05-01,57.45,154234
71637,2026-07-01,57.45,154234
71637,2026-06-01,57.45,154234
72440,2026-05-01,57.45,154234
72440,2026-06-01,57.45,154234
72440,2026-07-01,57.45,154234
78454,2026-05-01,57.45,154234
78454,2026-07-01,57.45,154234
78454,2026-06-01,57.45,154234
97824,2026-05-01,57.45,154234
97824,2026-07-01,57.45,154234
97824,2026-06-01,57.45,154234
98032,2026-06-01,57.45,154234
98032,2026-05-01,57.45,154234
98032,2026-07-01,57.45,154234
4648,2026-05-01,57.44,154267
4648,2026-06-01,57.44,154267
4648,2026-07-01,57.44,154267
11788,2026-07-01,57.44,154267
11788,2026-05-01,57.44,154267
11788,2026-06-01,57.44,154267
13233,2026-07-01,57.44,154267
13233,2026-06-01,57.44,154267
13233,2026-05-01,57.44,154267
17614,2026-07-01,57.44,154267
17614,2026-06-01,57.44,154267
17614,2026-05-01,57.44,154267
23435,2026-06-01,57.44,154267
23435,2026-05-01,57.44,154267
23435,2026-07-01,57.44,154267
54465,2026-07-01,57.44,154267
54465,2026-06-01,57.44,154267
54465,2026-05-01,57.44,154267
57571,2026-05-01,57.44,154267
57571,2026-06-01,57.44,154267
57571,2026-07-01,57.44,154267
57790,2026-07-01,57.44,154267
57790,2026-06-01,57.44,154267
57790,2026-05-01,57.44,154267
65240,2026-05-01,57.44,154267
65240,2026-06-01,57.44,154267
65240,2026-07-01,57.44,154267
159,2026-05-01,57.43,154294
159,2026-07-01,57.43,154294
159,2026-06-01,57.43,154294
5094,2026-06-01,57.43,154294
5094,2026-07-01,57.43,154294
5094,2026-05-01,57.43,154294
11988,2026-07-01,57.43,154294
11988,2026-05-01,57.43,154294
11988,2026-06-01,57.43,154294
18598,2026-06-01,57.43,154294
18598,2026-05-01,57.43,154294
18598,2026-07-01,57.43,154294
23767,2026-06-01,57.43,154294
23767,2026-07-01,57.43,154294
23767,2026-05-01,57.43,154294
26299,2026-07-01,57.43,154294
26299,2026-06-01,57.43,154294
26299,2026-05-01,57.43,154294
32739,2026-06-01,57.43,154294
32739,2026-05-01,57.43,154294
32739,2026-07-01,57.43,154294
37136,2026-07-01,57.43,154294
37136,2026-05-01,57.43,154294
37136,2026-06-01,57.43,154294
61246,2026-07-01,57.43,154294
61246,2026-06-01,57.43,154294
61246,2026-05-01,57.43,154294
82498,2026-06-01,57.43,154294
82498,2026-05-01,57.43,154294
82498,2026-07-01,57.43,154294
87141,2026-06-01,57.43,154294
87141,2026-07-01,57.43,154294
87141,2026-05-01,57.43,154294
96799,2026-05-01,57.43,154294
96799,2026-06-01,57.43,154294
96799,2026-07-01,57.43,154294
1690,2026-05-01,57.42,154330
1690,2026-06-01,57.42,154330
1690,2026-07-01,57.42,154330
11520,2026-07-01,57.42,154330
11520,2026-06-01,57.42,154330
11520,2026-05-01,57.42,154330
31581,2026-06-01,57.42,154330
31581,2026-05-01,57.42,154330
31581,2026-07-01,57.42,154330
38600,2026-06-01,57.42,154330
38600,2026-07-01,57.42,154330
38600,2026-05-01,57.42,154330
41344,2026-05-01,57.42,154330
41344,2026-06-01,57.42,154330
41344,2026-07-01,57.42,154330
49929,2026-05-01,57.42,154330
49929,2026-07-01,57.42,154330
49929,2026-06-01,57.42,154330
54175,2026-07-01,57.42,154330
54175,2026-06-01,57.42,154330
54175,2026-05-01,57.42,154330
59062,2026-05-01,57.42,154330
59062,2026-07-01,57.42,154330
59062,2026-06-01,57.42,154330
76907,2026-06-01,57.42,154330
76907,2026-07-01,57.42,154330
76907,2026-05-01,57.42,154330
77406,2026-06-01,57.42,154330
77406,2026-07-01,57.42,154330
77406,2026-05-01,57.42,154330
79789,2026-07-01,57.42,154330
79789,2026-06-01,57.42,154330
79789,2026-05-01,57.42,154330
96102,2026-06-01,57.42,154330
96102,2026-07-01,57.42,154330
96102,2026-05-01,57.42,154330
6361,2026-05-01,57.41,154366
6361,2026-06-01,57.41,154366
6361,2026-07-01,57.41,154366
8913,2026-06-01,57.41,154366
8913,2026-05-01,57.41,154366
8913,2026-07-01,57.41,154366
9143,2026-06-01,57.41,154366
9143,2026-07-01,57.41,154366
9143,2026-05-01,57.41,154366
13039,2026-06-01,57.41,154366
13039,2026-07-01,57.41,154366
13039,2026-05-01,57.41,154366
13291,2026-06-01,57.41,154366
13291,2026-07-01,57.41,154366
13291,2026-05-01,57.41,154366
14933,2026-05-01,57.41,154366
14933,2026-07-01,57.41,154366
14933,2026-06-01,57.41,154366
19961,2026-06-01,57.41,154366
19961,2026-05-01,57.41,154366
19961,2026-07-01,57.41,154366
32968,2026-07-01,57.41,154366
32968,2026-06-01,57.41,154366
32968,2026-05-01,57.41,154366
41006,2026-07-01,57.41,154366
41006,2026-06-01,57.41,154366
41006,2026-05-01,57.41,154366
48173,2026-07-01,57.41,154366
48173,2026-05-01,57.41,154366
48173,2026-06-01,57.41,154366
50651,2026-07-01,57.41,154366
50651,2026-06-01,57.41,154366
50651,2026-05-01,57.41,154366
62542,2026-06-01,57.41,154366
62542,2026-05-01,57.41,154366
62542,2026-07-01,57.41,154366
68622,2026-07-01,57.41,154366
68622,2026-06-01,57.41,154366
68622,2026-05-01,57.41,154366
22495,2026-06-01,57.39,154405
22495,2026-05-01,57.39,154405
22495,2026-07-01,57.39,154405
37783,2026-07-01,57.39,154405
37783,2026-06-01,57.39,154405
37783,2026-05-01,57.39,154405
46815,2026-05-01,57.39,154405
46815,2026-06-01,57.39,154405
46815,2026-07-01,57.39,154405
50253,2026-05-01,57.39,154405
50253,2026-06-01,57.39,154405
50253,2026-07-01,57.39,154405
54912,2026-06-01,57.39,154405
54912,2026-07-01,57.39,154405
54912,2026-05-01,57.39,154405
66885,2026-06-01,57.39,154405
66885,2026-07-01,57.39,154405
66885,2026-05-01,57.39,154405
68652,2026-06-01,57.39,154405
68652,2026-05-01,57.39,154405
68652,2026-07-01,57.39,154405
70076,2026-06-01,57.39,154405
70076,2026-05-01,57.39,154405
70076,2026-07-01,57.39,154405
71453,2026-07-01,57.39,154405
71453,2026-05-01,57.39,154405
71453,2026-06-01,57.39,154405
72857,2026-07-01,57.39,154405
72857,2026-05-01,57.39,154405
72857,2026-06-01,57.39,154405
73531,2026-06-01,57.39,154405
73531,2026-07-01,57.39,154405
73531,2026-05-01,57.39,154405
77977,2026-05-01,57.39,154405
77977,2026-06-01,57.39,154405
77977,2026-07-01,57.39,154405
86480,2026-06-01,57.39,154405
86480,2026-05-01,57.39,154405
86480,2026-07-01,57.39,154405
95284,2026-06-01,57.39,154405
95284,2026-07-01,57.39,154405
95284,2026-05-01,57.39,154405
11187,2026-07-01,57.38,154447
11187,2026-06-01,57.38,154447
11187,2026-05-01,57.38,154447
65256,2026-05-01,57.38,154447
65256,2026-06-01,57.38,154447
65256,2026-07-01,57.38,154447
78673,2026-05-01,57.38,154447
78673,2026-06-01,57.38,154447
78673,2026-07-01,57.38,154447
86478,2026-05-01,57.38,154447
86478,2026-07-01,57.38,154447
86478,2026-06-01,57.38,154447
90241,2026-06-01,57.38,154447
90241,2026-07-01,57.38,154447
90241,2026-05-01,57.38,154447
92757,2026-06-01,57.38,154447
92757,2026-05-01,57.38,154447
92757,2026-07-01,57.38,154447
93634,2026-07-01,57.38,154447
93634,2026-05-01,57.38,154447
93634,2026-06-01,57.38,154447
39120,2026-07-01,57.37,154468
39120,2026-05-01,57.37,154468
39120,2026-06-01,57.37,154468
55535,2026-07-01,57.37,154468
55535,2026-05-01,57.37,154468
55535,2026-06-01,57.37,154468
56654,2026-07-01,57.37,154468
56654,2026-06-01,57.37,154468
56654,2026-05-01,57.37,154468
61610,2026-05-01,57.37,154468
61610,2026-06-01,57.37,154468
61610,2026-07-01,57.37,154468
62587,2026-07-01,57.37,154468
62587,2026-06-01,57.37,154468
62587,2026-05-01,57.37,154468
66123,2026-07-01,57.37,154468
66123,2026-05-01,57.37,154468
66123,2026-06-01,57.37,154468
70130,2026-06-01,57.37,154468
70130,2026-05-01,57.37,154468
70130,2026-07-01,57.37,154468
73281,2026-07-01,57.37,154468
73281,2026-06-01,57.37,154468
73281,2026-05-01,57.37,154468
74419,2026-05-01,57.37,154468
74419,2026-07-01,57.37,154468
74419,2026-06-01,57.37,154468
75873,2026-07-01,57.37,154468
75873,2026-06-01,57.37,154468
75873,2026-05-01,57.37,154468
82535,2026-07-01,57.37,154468
82535,2026-05-01,57.37,154468
82535,2026-06-01,57.37,154468
86738,2026-05-01,57.37,154468
86738,2026-06-01,57.37,154468
86738,2026-07-01,57.37,154468
90189,2026-05-01,57.37,154468
90189,2026-07-01,57.37,154468
90189,2026-06-01,57.37,154468
96777,2026-07-01,57.37,154468
96777,2026-05-01,57.37,154468
96777,2026-06-01,57.37,154468
10296,2026-07-01,57.36,154510
10296,2026-05-01,57.36,154510
10296,2026-06-01,57.36,154510
10976,2026-05-01,57.36,154510
10976,2026-07-01,57.36,154510
10976,2026-06-01,57.36,154510
17729,2026-07-01,57.36,154510
17729,2026-06-01,57.36,154510
17729,2026-05-01,57.36,154510
25252,2026-06-01,57.36,154510
25252,2026-07-01,57.36,154510
25252,2026-05-01,57.36,154510
26637,2026-05-01,57.36,154510
26637,2026-07-01,57.36,154510
26637,2026-06-01,57.36,154510
56670,2026-07-01,57.36,154510
56670,2026-06-01,57.36,154510
56670,2026-05-01,57.36,154510
72789,2026-07-01,57.36,154510
72789,2026-05-01,57.36,154510
72789,2026-06-01,57.36,154510
82163,2026-07-01,57.36,154510
82163,2026-05-01,57.36,154510
82163,2026-06-01,57.36,154510
89770,2026-05-01,57.36,154510
89770,2026-06-01,57.36,154510
89770,2026-07-01,57.36,154510
91625,2026-07-01,57.36,154510
91625,2026-05-01,57.36,154510
91625,2026-06-01,57.36,154510
4830,2026-07-01,57.35,154540
4830,2026-05-01,57.35,154540
4830,2026-06-01,57.35,154540
6517,2026-05-01,57.35,154540
6517,2026-07-01,57.35,154540
6517,2026-06-01,57.35,154540
24497,2026-07-01,57.35,154540
24497,2026-05-01,57.35,154540
24497,2026-06-01,57.35,154540
27220,2026-07-01,57.35,154540
27220,2026-06-01,57.35,154540
27220,2026-05-01,57.35,154540
37313,2026-06-01,57.35,154540
37313,2026-05-01,57.35,154540
37313,2026-07-01,57.35,154540
46829,2026-05-01,57.35,154540
46829,2026-07-01,57.35,154540
46829,2026-06-01,57.35,154540
47646,2026-07-01,57.35,154540
47646,2026-06-01,57.35,154540
47646,2026-05-01,57.35,154540
58461,2026-06-01,57.35,154540
58461,2026-07-01,57.35,154540
58461,2026-05-01,57.35,154540
62123,2026-06-01,57.35,154540
62123,2026-07-01,57.35,154540
62123,2026-05-01,57.35,154540
76204,2026-05-01,57.35,154540
76204,2026-06-01,57.35,154540
76204,2026-07-01,57.35,154540
82823,2026-05-01,57.35,154540
82823,2026-06-01,57.35,154540
82823,2026-07-01,57.35,154540
87201,2026-05-01,57.35,154540
87201,2026-06-01,57.35,154540
87201,2026-07-01,57.35,154540
6226,2026-07-01,57.34,154576
6226,2026-05-01,57.34,154576
6226,2026-06-01,57.34,154576
10241,2026-05-01,57.34,154576
10241,2026-07-01,57.34,154576
10241,2026-06-01,57.34,154576
23493,2026-06-01,57.34,154576
23493,2026-05-01,57.34,154576
23493,2026-07-01,57.34,154576
27849,2026-06-01,57.34,154576
27849,2026-05-01,57.34,154576
27849,2026-07-01,57.34,154576
28103,2026-05-01,57.34,154576
28103,2026-06-01,57.34,154576
28103,2026-07-01,57.34,154576
64568,2026-05-01,57.34,154576
64568,2026-07-01,57.34,154576
64568,2026-06-01,57.34,154576
90054,2026-05-01,57.34,154576
90054,2026-06-01,57.34,154576
90054,2026-07-01,57.34,154576
90736,2026-05-01,57.34,154576
90736,2026-07-01,57.34,154576
90736,2026-06-01,57.34,154576
92192,2026-05-01,57.34,154576
92192,2026-07-01,57.34,154576
92192,2026-06-01,57.34,154576
18120,2026-05-01,57.33,154603
18120,2026-06-01,57.33,154603
18120,2026-07-01,57.33,154603
24561,2026-06-01,57.33,154603
24561,2026-05-01,57.33,154603
24561,2026-07-01,57.33,154603
37847,2026-05-01,57.33,154603
37847,2026-07-01,57.33,154603
37847,2026-06-01,57.33,154603
72943,2026-07-01,57.33,154603
72943,2026-06-01,57.33,154603
72943,2026-05-01,57.33,154603
76341,2026-06-01,57.33,154603
76341,2026-07-01,57.33,154603
76341,2026-05-01,57.33,154603
86461,2026-05-01,57.33,154603
86461,2026-07-01,57.33,154603
86461,2026-06-01,57.33,154603
89904,2026-06-01,57.33,154603
89904,2026-07-01,57.33,154603
89904,2026-05-01,57.33,154603
91438,2026-07-01,57.33,154603
91438,2026-06-01,57.33,154603
91438,2026-05-01,57.33,154603
95707,2026-06-01,57.33,154603
95707,2026-05-01,57.33,154603
95707,2026-07-01,57.33,154603
98877,2026-07-01,57.33,154603
98877,2026-05-01,57.33,154603
98877,2026-06-01,57.33,154603
46751,2026-06-01,57.32,154633
46751,2026-07-01,57.32,154633
46751,2026-05-01,57.32,154633
49000,2026-07-01,57.32,154633
49000,2026-05-01,57.32,154633
49000,2026-06-01,57.32,154633
86018,2026-06-01,57.32,154633
86018,2026-07-01,57.32,154633
86018,2026-05-01,57.32,154633
98191,2026-05-01,57.32,154633
98191,2026-07-01,57.32,154633
98191,2026-06-01,57.32,154633
3016,2026-05-01,57.31,154645
3016,2026-06-01,57.31,154645
3016,2026-07-01,57.31,154645
4239,2026-05-01,57.31,154645
4239,2026-07-01,57.31,154645
4239,2026-06-01,57.31,154645
20431,2026-05-01,57.31,154645
20431,2026-07-01,57.31,154645
20431,2026-06-01,57.31,154645
34590,2026-06-01,57.31,154645
34590,2026-05-01,57.31,154645
34590,2026-07-01,57.31,154645
44111,2026-06-01,57.31,154645
44111,2026-05-01,57.31,154645
44111,2026-07-01,57.31,154645
63178,2026-07-01,57.31,154645
63178,2026-06-01,57.31,154645
63178,2026-05-01,57.31,154645
63690,2026-07-01,57.31,154645
63690,2026-06-01,57.31,154645
63690,2026-05-01,57.31,154645
71423,2026-05-01,57.31,154645
71423,2026-07-01,57.31,154645
71423,2026-06-01,57.31,154645
78978,2026-05-01,57.31,154645
78978,2026-06-01,57.31,154645
78978,2026-07-01,57.31,154645
79978,2026-06-01,57.31,154645
79978,2026-07-01,57.31,154645
79978,2026-05-01,57.31,154645
88400,2026-06-01,57.31,154645
88400,2026-05-01,57.31,154645
88400,2026-07-01,57.31,154645
89000,2026-07-01,57.31,154645
89000,2026-06-01,57.31,154645
89000,2026-05-01,57.31,154645
2700,2026-05-01,57.30,154681
2700,2026-07-01,57.30,154681
2700,2026-06-01,57.30,154681
10348,2026-07-01,57.30,154681
10348,2026-05-01,57.30,154681
10348,2026-06-01,57.30,154681
20436,2026-05-01,57.30,154681
20436,2026-06-01,57.30,154681
20436,2026-07-01,57.30,154681
21314,2026-06-01,57.30,154681
21314,2026-07-01,57.30,154681
21314,2026-05-01,57.30,154681
32188,2026-06-01,57.30,154681
32188,2026-07-01,57.30,154681
32188,2026-05-01,57.30,154681
36962,2026-07-01,57.30,154681
36962,2026-06-01,57.30,154681
36962,2026-05-01,57.30,154681
40236,2026-06-01,57.30,154681
40236,2026-07-01,57.30,154681
40236,2026-05-01,57.30,154681
40762,2026-07-01,57.30,154681
40762,2026-06-01,57.30,154681
40762,2026-05-01,57.30,154681
43011,2026-06-01,57.30,154681
43011,2026-07-01,57.30,154681
43011,2026-05-01,57.30,154681
