customerid,paymentdate,payment,runningtotal
32388,2026-06-05,65.74,9568333.76
32391,2026-06-05,23.22,9568333.76
32392,2026-06-05,114.90,9568333.76
32396,2026-06-05,131.94,9568333.76
32398,2026-06-05,75.31,9568333.76
32401,2026-06-05,27.79,9568333.76
32402,2026-06-05,107.30,9568333.76
32405,2026-06-05,37.34,9568333.76
32407,2026-06-05,73.59,9568333.76
32408,2026-06-05,83.68,9568333.76
32411,2026-06-05,59.26,9568333.76
32414,2026-06-05,32.85,9568333.76
32418,2026-06-05,36.96,9568333.76
32422,2026-06-05,138.58,9568333.76
32424,2026-06-05,75.80,9568333.76
32425,2026-06-05,56.26,9568333.76
32427,2026-06-05,30.59,9568333.76
32428,2026-06-05,57.04,9568333.76
32433,2026-06-05,47.85,9568333.76
32435,2026-06-05,82.39,9568333.76
32436,2026-06-05,34.84,9568333.76
32438,2026-06-05,83.47,9568333.76
32440,2026-06-05,38.42,9568333.76
32441,2026-06-05,63.27,9568333.76
32444,2026-06-05,23.79,9568333.76
32446,2026-06-05,24.16,9568333.76
32453,2026-06-05,35.73,9568333.76
32455,2026-06-05,78.02,9568333.76
32456,2026-06-05,64.33,9568333.76
32457,2026-06-05,21.85,9568333.76
32467,2026-06-05,26.99,9568333.76
32470,2026-06-05,46.43,9568333.76
32471,2026-06-05,147.59,9568333.76
32472,2026-06-05,26.08,9568333.76
32475,2026-06-05,22.93,9568333.76
32478,2026-06-05,40.81,9568333.76
32480,2026-06-05,27.97,9568333.76
32481,2026-06-05,29.59,9568333.76
32482,2026-06-05,68.92,9568333.76
32484,2026-06-05,24.15,9568333.76
32486,2026-06-05,26.99,9568333.76
32487,2026-06-05,44.09,9568333.76
32491,2026-06-05,46.32,9568333.76
32492,2026-06-05,60.53,9568333.76
32493,2026-06-05,26.86,9568333.76
32495,2026-06-05,46.81,9568333.76
32501,2026-06-05,78.86,9568333.76
32502,2026-06-05,21.49,9568333.76
32504,2026-06-05,22.12,9568333.76
32505,2026-06-05,43.59,9568333.76
32507,2026-06-05,67.83,9568333.76
32509,2026-06-05,102.31,9568333.76
32512,2026-06-05,145.10,9568333.76
32518,2026-06-05,23.66,9568333.76
32519,2026-06-05,32.78,9568333.76
32523,2026-06-05,41.21,9568333.76
32524,2026-06-05,120.84,9568333.76
32527,2026-06-05,25.65,9568333.76
32528,2026-06-05,86.78,9568333.76
32529,2026-06-05,27.32,9568333.76
32531,2026-06-05,29.76,9568333.76
32534,2026-06-05,27.73,9568333.76
32535,2026-06-05,101.12,9568333.76
32536,2026-06-05,43.41,9568333.76
32537,2026-06-05,151.55,9568333.76
32538,2026-06-05,84.94,9568333.76
32539,2026-06-05,135.27,9568333.76
32543,2026-06-05,60.41,9568333.76
32544,2026-06-05,38.63,9568333.76
32552,2026-06-05,67.35,9568333.76
32554,2026-06-05,80.90,9568333.76
32556,2026-06-05,84.70,9568333.76
32557,2026-06-05,74.64,9568333.76
32561,2026-06-05,67.61,9568333.76
32563,2026-06-05,77.02,9568333.76
32564,2026-06-05,26.51,9568333.76
32567,2026-06-05,25.65,9568333.76
32568,2026-06-05,28.55,9568333.76
32570,2026-06-05,58.51,9568333.76
32572,2026-06-05,88.63,9568333.76
32576,2026-06-05,69.40,9568333.76
32579,2026-06-05,65.36,9568333.76
32580,2026-06-05,44.29,9568333.76
32585,2026-06-05,28.53,9568333.76
32586,2026-06-05,30.51,9568333.76
32588,2026-06-05,73.73,9568333.76
32592,2026-06-05,30.54,9568333.76
32593,2026-06-05,81.41,9568333.76
32594,2026-06-05,32.27,9568333.76
32597,2026-06-05,75.30,9568333.76
32601,2026-06-05,149.79,9568333.76
32602,2026-06-05,34.48,9568333.76
32603,2026-06-05,156.64,9568333.76
32604,2026-06-05,83.58,9568333.76
32605,2026-06-05,85.51,9568333.76
32606,2026-06-05,37.79,9568333.76
32607,2026-06-05,154.63,9568333.76
32610,2026-06-05,118.81,9568333.76
32611,2026-06-05,100.40,9568333.76
32614,2026-06-05,124.63,9568333.76
32615,2026-06-05,127.73,9568333.76
32619,2026-06-05,54.54,9568333.76
32628,2026-06-05,33.74,9568333.76
32629,2026-06-05,35.98,9568333.76
32631,2026-06-05,46.78,9568333.76
32634,2026-06-05,159.47,9568333.76
32637,2026-06-05,60.88,9568333.76
32638,2026-06-05,21.72,9568333.76
32641,2026-06-05,34.73,9568333.76
32642,2026-06-05,63.58,9568333.76
32643,2026-06-05,79.42,9568333.76
32644,2026-06-05,56.74,9568333.76
32648,2026-06-05,81.76,9568333.76
32650,2026-06-05,61.56,9568333.76
32651,2026-06-05,32.87,9568333.76
32653,2026-06-05,82.07,9568333.76
32656,2026-06-05,62.82,9568333.76
32657,2026-06-05,27.05,9568333.76
32658,2026-06-05,44.69,9568333.76
32664,2026-06-05,55.80,9568333.76
32666,2026-06-05,24.81,9568333.76
32668,2026-06-05,33.93,9568333.76
32669,2026-06-05,56.14,9568333.76
32671,2026-06-05,47.07,9568333.76
32672,2026-06-05,35.75,9568333.76
32673,2026-06-05,80.29,9568333.76
32675,2026-06-05,71.79,9568333.76
32678,2026-06-05,30.44,9568333.76
32679,2026-06-05,71.56,9568333.76
32680,2026-06-05,42.33,9568333.76
32683,2026-06-05,68.94,9568333.76
32684,2026-06-05,31.43,9568333.76
32685,2026-06-05,131.88,9568333.76
32686,2026-06-05,104.88,9568333.76
32688,2026-06-05,35.66,9568333.76
32691,2026-06-05,86.98,9568333.76
32693,2026-06-05,21.87,9568333.76
32695,2026-06-05,82.69,9568333.76
32698,2026-06-05,27.33,9568333.76
32699,2026-06-05,22.02,9568333.76
32700,2026-06-05,45.81,9568333.76
32702,2026-06-05,21.43,9568333.76
32704,2026-06-05,76.80,9568333.76
32707,2026-06-05,117.89,9568333.76
32712,2026-06-05,147.34,9568333.76
32713,2026-06-05,22.21,9568333.76
32714,2026-06-05,120.78,9568333.76
32715,2026-06-05,102.86,9568333.76
32716,2026-06-05,39.50,9568333.76
32718,2026-06-05,54.61,9568333.76
32720,2026-06-05,74.25,9568333.76
32721,2026-06-05,63.00,9568333.76
32722,2026-06-05,29.89,9568333.76
32723,2026-06-05,80.61,9568333.76
32726,2026-06-05,86.31,9568333.76
32730,2026-06-05,76.73,9568333.76
32732,2026-06-05,159.28,9568333.76
32734,2026-06-05,71.86,9568333.76
32736,2026-06-05,25.38,9568333.76
32737,2026-06-05,78.43,9568333.76
32739,2026-06-05,57.43,9568333.76
32740,2026-06-05,44.47,9568333.76
32741,2026-06-05,46.81,9568333.76
32742,2026-06-05,63.99,9568333.76
32748,2026-06-05,147.92,9568333.76
32749,2026-06-05,40.99,9568333.76
32754,2026-06-05,33.30,9568333.76
32758,2026-06-05,42.99,9568333.76
32759,2026-06-05,47.72,9568333.76
32761,2026-06-05,44.43,9568333.76
32763,2026-06-05,46.15,9568333.76
32766,2026-06-05,31.47,9568333.76
32767,2026-06-05,34.51,9568333.76
32769,2026-06-05,74.23,9568333.76
32770,2026-06-05,40.57,9568333.76
32772,2026-06-05,42.67,9568333.76
32774,2026-06-05,33.31,9568333.76
32777,2026-06-05,90.44,9568333.76
32778,2026-06-05,139.14,9568333.76
32779,2026-06-05,80.16,9568333.76
32781,2026-06-05,64.57,9568333.76
32783,2026-06-05,28.98,9568333.76
32790,2026-06-05,29.04,9568333.76
32791,2026-06-05,69.18,9568333.76
32794,2026-06-05,25.04,9568333.76
32795,2026-06-05,90.17,9568333.76
32797,2026-06-05,153.92,9568333.76
32799,2026-06-05,46.17,9568333.76
32800,2026-06-05,32.28,9568333.76
32807,2026-06-05,41.18,9568333.76
32809,2026-06-05,77.83,9568333.76
32813,2026-06-05,36.13,9568333.76
32815,2026-06-05,65.61,9568333.76
32816,2026-06-05,42.81,9568333.76
32819,2026-06-05,57.04,9568333.76
32820,2026-06-05,77.00,9568333.76
32824,2026-06-05,37.89,9568333.76
32826,2026-06-05,69.44,9568333.76
32831,2026-06-05,144.71,9568333.76
32832,2026-06-05,62.39,9568333.76
32833,2026-06-05,36.38,9568333.76
32834,2026-06-05,119.64,9568333.76
32835,2026-06-05,135.10,9568333.76
32836,2026-06-05,89.36,9568333.76
32837,2026-06-05,60.38,9568333.76
32838,2026-06-05,107.79,9568333.76
32840,2026-06-05,21.71,9568333.76
32841,2026-06-05,25.84,9568333.76
32846,2026-06-05,23.10,9568333.76
32847,2026-06-05,32.81,9568333.76
32848,2026-06-05,70.96,9568333.76
32849,2026-06-05,82.67,9568333.76
32850,2026-06-05,42.86,9568333.76
32851,2026-06-05,61.19,9568333.76
32855,2026-06-05,55.52,9568333.76
32857,2026-06-05,59.89,9568333.76
32862,2026-06-05,32.59,9568333.76
32864,2026-06-05,26.40,9568333.76
32865,2026-06-05,26.80,9568333.76
32866,2026-06-05,23.10,9568333.76
32870,2026-06-05,29.05,9568333.76
32872,2026-06-05,43.81,9568333.76
32878,2026-06-05,80.16,9568333.76
32880,2026-06-05,59.10,9568333.76
32881,2026-06-05,32.89,9568333.76
32882,2026-06-05,89.45,9568333.76
32883,2026-06-05,28.09,9568333.76
32884,2026-06-05,21.42,9568333.76
32886,2026-06-05,31.90,9568333.76
32887,2026-06-05,26.99,9568333.76
32888,2026-06-05,76.04,9568333.76
32892,2026-06-05,76.85,9568333.76
32895,2026-06-05,122.76,9568333.76
32897,2026-06-05,34.22,9568333.76
32898,2026-06-05,81.23,9568333.76
32899,2026-06-05,40.15,9568333.76
32900,2026-06-05,28.60,9568333.76
32901,2026-06-05,53.62,9568333.76
32902,2026-06-05,77.56,9568333.76
32904,2026-06-05,30.59,9568333.76
32906,2026-06-05,28.17,9568333.76
32907,2026-06-05,148.69,9568333.76
32910,2026-06-05,25.98,9568333.76
32911,2026-06-05,97.50,9568333.76
32913,2026-06-05,79.77,9568333.76
32917,2026-06-05,69.68,9568333.76
32922,2026-06-05,158.77,9568333.76
32924,2026-06-05,35.67,9568333.76
32925,2026-06-05,37.96,9568333.76
32927,2026-06-05,141.06,9568333.76
32928,2026-06-05,84.56,9568333.76
32929,2026-06-05,134.42,9568333.76
32932,2026-06-05,68.08,9568333.76
32933,2026-06-05,28.46,9568333.76
32934,2026-06-05,107.66,9568333.76
32937,2026-06-05,21.98,9568333.76
32938,2026-06-05,24.09,9568333.76
32939,2026-06-05,31.65,9568333.76
32943,2026-06-05,59.29,9568333.76
32945,2026-06-05,100.49,9568333.76
32946,2026-06-05,85.93,9568333.76
32948,2026-06-05,105.84,9568333.76
32952,2026-06-05,23.30,9568333.76
32953,2026-06-05,116.84,9568333.76
32957,2026-06-05,29.35,9568333.76
32959,2026-06-05,42.64,9568333.76
32961,2026-06-05,61.25,9568333.76
32962,2026-06-05,33.21,9568333.76
32963,2026-06-05,36.74,9568333.76
32965,2026-06-05,32.23,9568333.76
32966,2026-06-05,37.25,9568333.76
32969,2026-06-05,103.64,9568333.76
32973,2026-06-05,41.38,9568333.76
32974,2026-06-05,56.06,9568333.76
32975,2026-06-05,154.57,9568333.76
32982,2026-06-05,34.72,9568333.76
32984,2026-06-05,117.79,9568333.76
32987,2026-06-05,109.56,9568333.76
32991,2026-06-05,144.04,9568333.76
32992,2026-06-05,35.77,9568333.76
32993,2026-06-05,117.56,9568333.76
32996,2026-06-05,53.74,9568333.76
33000,2026-06-05,70.23,9568333.76
33001,2026-06-05,73.34,9568333.76
33003,2026-06-05,42.45,9568333.76
33010,2026-06-05,97.56,9568333.76
33013,2026-06-05,116.17,9568333.76
33015,2026-06-05,57.93,9568333.76
33020,2026-06-05,22.43,9568333.76
33022,2026-06-05,112.37,9568333.76
33024,2026-06-05,109.18,9568333.76
33026,2026-06-05,73.79,9568333.76
33028,2026-06-05,27.98,9568333.76
33033,2026-06-05,126.83,9568333.76
33034,2026-06-05,29.69,9568333.76
33035,2026-06-05,61.92,9568333.76
33041,2026-06-05,29.39,9568333.76
33044,2026-06-05,84.14,9568333.76
33045,2026-06-05,134.24,9568333.76
33053,2026-06-05,90.32,9568333.76
33057,2026-06-05,77.53,9568333.76
33058,2026-06-05,132.35,9568333.76
33061,2026-06-05,68.15,9568333.76
33062,2026-06-05,27.63,9568333.76
33065,2026-06-05,111.23,9568333.76
33066,2026-06-05,85.13,9568333.76
33067,2026-06-05,37.73,9568333.76
33074,2026-06-05,59.65,9568333.76
33081,2026-06-05,32.06,9568333.76
33083,2026-06-05,47.86,9568333.76
33087,2026-06-05,64.34,9568333.76
33089,2026-06-05,87.70,9568333.76
33092,2026-06-05,32.89,9568333.76
33095,2026-06-05,56.96,9568333.76
33096,2026-06-05,108.60,9568333.76
33097,2026-06-05,84.01,9568333.76
33098,2026-06-05,106.48,9568333.76
33099,2026-06-05,117.15,9568333.76
33106,2026-06-05,26.03,9568333.76
33108,2026-06-05,158.54,9568333.76
33113,2026-06-05,54.82,9568333.76
33114,2026-06-05,68.81,9568333.76
33118,2026-06-05,70.71,9568333.76
33120,2026-06-05,43.71,9568333.76
33121,2026-06-05,71.65,9568333.76
33123,2026-06-05,35.27,9568333.76
33126,2026-06-05,33.95,9568333.76
33127,2026-06-05,26.40,9568333.76
33128,2026-06-05,86.98,9568333.76
33129,2026-06-05,87.55,9568333.76
33133,2026-06-05,23.26,9568333.76
33134,2026-06-05,30.14,9568333.76
33135,2026-06-05,39.83,9568333.76
33136,2026-06-05,31.60,9568333.76
33138,2026-06-05,123.86,9568333.76
33142,2026-06-05,23.78,9568333.76
33147,2026-06-05,33.59,9568333.76
33149,2026-06-05,46.27,9568333.76
33150,2026-06-05,45.61,9568333.76
33151,2026-06-05,35.07,9568333.76
33155,2026-06-05,160.19,9568333.76
33161,2026-06-05,103.23,9568333.76
33164,2026-06-05,39.49,9568333.76
33166,2026-06-05,108.87,9568333.76
33173,2026-06-05,29.55,9568333.76
33176,2026-06-05,61.00,9568333.76
33177,2026-06-05,31.46,9568333.76
33182,2026-06-05,28.44,9568333.76
33183,2026-06-05,60.17,9568333.76
33184,2026-06-05,35.21,9568333.76
33188,2026-06-05,155.41,9568333.76
33193,2026-06-05,83.10,9568333.76
33196,2026-06-05,24.94,9568333.76
33197,2026-06-05,41.75,9568333.76
33198,2026-06-05,45.23,9568333.76
33199,2026-06-05,80.24,9568333.76
33200,2026-06-05,41.92,9568333.76
33202,2026-06-05,42.19,9568333.76
33204,2026-06-05,31.73,9568333.76
33213,2026-06-05,66.25,9568333.76
33216,2026-06-05,37.95,9568333.76
33217,2026-06-05,22.11,9568333.76
33218,2026-06-05,66.70,9568333.76
33219,2026-06-05,138.24,9568333.76
33220,2026-06-05,64.49,9568333.76
33221,2026-06-05,47.70,9568333.76
33224,2026-06-05,59.30,9568333.76
33225,2026-06-05,23.29,9568333.76
33226,2026-06-05,78.57,9568333.76
33227,2026-06-05,27.64,9568333.76
33228,2026-06-05,82.73,9568333.76
33230,2026-06-05,28.19,9568333.76
33231,2026-06-05,42.64,9568333.76
33232,2026-06-05,73.41,9568333.76
33233,2026-06-05,87.40,9568333.76
33234,2026-06-05,45.16,9568333.76
33241,2026-06-05,45.27,9568333.76
33242,2026-06-05,25.97,9568333.76
33244,2026-06-05,142.50,9568333.76
33245,2026-06-05,56.77,9568333.76
33248,2026-06-05,67.59,9568333.76
33250,2026-06-05,36.19,9568333.76
33252,2026-06-05,142.24,9568333.76
33257,2026-06-05,66.44,9568333.76
33258,2026-06-05,32.24,9568333.76
33259,2026-06-05,43.53,9568333.76
33260,2026-06-05,29.08,9568333.76
33261,2026-06-05,83.32,9568333.76
33265,2026-06-05,39.84,9568333.76
33268,2026-06-05,71.06,9568333.76
33270,2026-06-05,24.97,9568333.76
33272,2026-06-05,54.74,9568333.76
33275,2026-06-05,106.02,9568333.76
33276,2026-06-05,117.68,9568333.76
33277,2026-06-05,47.35,9568333.76
33278,2026-06-05,66.99,9568333.76
33279,2026-06-05,40.67,9568333.76
33280,2026-06-05,149.86,9568333.76
33285,2026-06-05,80.97,9568333.76
33287,2026-06-05,39.34,9568333.76
33292,2026-06-05,109.56,9568333.76
33294,2026-06-05,88.40,9568333.76
33295,2026-06-05,70.07,9568333.76
33297,2026-06-05,45.71,9568333.76
33300,2026-06-05,40.19,9568333.76
33303,2026-06-05,42.53,9568333.76
33304,2026-06-05,24.66,9568333.76
33307,2026-06-05,23.72,9568333.76
33312,2026-06-05,70.87,9568333.76
33315,2026-06-05,61.17,9568333.76
33323,2026-06-05,89.32,9568333.76
33326,2026-06-05,82.07,9568333.76
33327,2026-06-05,66.81,9568333.76
33329,2026-06-05,43.87,9568333.76
33333,2026-06-05,43.92,9568333.76
33335,2026-06-05,59.82,9568333.76
33337,2026-06-05,43.70,9568333.76
33340,2026-06-05,22.37,9568333.76
33341,2026-06-05,47.76,9568333.76
33347,2026-06-05,37.62,9568333.76
33351,2026-06-05,32.04,9568333.76
33352,2026-06-05,31.69,9568333.76
33353,2026-06-05,128.66,9568333.76
33358,2026-06-05,28.98,9568333.76
33361,2026-06-05,63.14,9568333.76
33362,2026-06-05,37.40,9568333.76
33364,2026-06-05,30.84,9568333.76
33365,2026-06-05,69.25,9568333.76
33366,2026-06-05,33.68,9568333.76
33368,2026-06-05,55.38,9568333.76
33371,2026-06-05,133.10,9568333.76
33372,2026-06-05,69.22,9568333.76
33373,2026-06-05,68.31,9568333.76
33374,2026-06-05,23.70,9568333.76
33376,2026-06-05,36.33,9568333.76
33377,2026-06-05,43.05,9568333.76
33378,2026-06-05,77.41,9568333.76
33380,2026-06-05,88.79,9568333.76
33381,2026-06-05,54.74,9568333.76
33382,2026-06-05,72.36,9568333.76
33384,2026-06-05,36.70,9568333.76
33387,2026-06-05,38.68,9568333.76
33390,2026-06-05,113.46,9568333.76
33394,2026-06-05,30.79,9568333.76
33395,2026-06-05,56.93,9568333.76
33396,2026-06-05,79.48,9568333.76
33398,2026-06-05,55.31,9568333.76
33400,2026-06-05,34.07,9568333.76
33401,2026-06-05,102.96,9568333.76
33402,2026-06-05,89.81,9568333.76
33404,2026-06-05,90.79,9568333.76
33407,2026-06-05,31.66,9568333.76
33411,2026-06-05,80.30,9568333.76
33412,2026-06-05,31.22,9568333.76
33413,2026-06-05,28.94,9568333.76
33415,2026-06-05,85.70,9568333.76
33422,2026-06-05,66.81,9568333.76
33423,2026-06-05,27.22,9568333.76
33424,2026-06-05,25.94,9568333.76
33428,2026-06-05,22.58,9568333.76
33430,2026-06-05,38.23,9568333.76
33431,2026-06-05,26.43,9568333.76
33433,2026-06-05,23.99,9568333.76
33434,2026-06-05,43.88,9568333.76
33435,2026-06-05,128.46,9568333.76
33436,2026-06-05,25.21,9568333.76
33438,2026-06-05,22.13,9568333.76
33439,2026-06-05,40.33,9568333.76
33443,2026-06-05,106.99,9568333.76
33448,2026-06-05,32.25,9568333.76
33451,2026-06-05,129.15,9568333.76
33456,2026-06-05,28.06,9568333.76
33457,2026-06-05,73.67,9568333.76
33458,2026-06-05,41.15,9568333.76
33465,2026-06-05,85.94,9568333.76
33467,2026-06-05,35.60,9568333.76
33468,2026-06-05,39.89,9568333.76
33470,2026-06-05,64.14,9568333.76
33472,2026-06-05,46.32,9568333.76
33474,2026-06-05,112.34,9568333.76
33476,2026-06-05,40.27,9568333.76
33477,2026-06-05,47.20,9568333.76
33478,2026-06-05,79.70,9568333.76
33481,2026-06-05,41.30,9568333.76
33482,2026-06-05,38.09,9568333.76
33483,2026-06-05,41.60,9568333.76
33485,2026-06-05,48.12,9568333.76
33487,2026-06-05,21.92,9568333.76
33489,2026-06-05,127.64,9568333.76
33490,2026-06-05,36.80,9568333.76
33493,2026-06-05,81.04,9568333.76
33495,2026-06-05,86.47,9568333.76
33496,2026-06-05,36.32,9568333.76
33500,2026-06-05,29.69,9568333.76
33502,2026-06-05,34.24,9568333.76
33504,2026-06-05,44.08,9568333.76
33511,2026-06-05,23.67,9568333.76
33512,2026-06-05,32.87,9568333.76
33513,2026-06-05,67.93,9568333.76
33515,2026-06-05,58.32,9568333.76
33517,2026-06-05,45.67,9568333.76
33518,2026-06-05,40.08,9568333.76
33521,2026-06-05,73.95,9568333.76
33522,2026-06-05,44.28,9568333.76
33524,2026-06-05,37.78,9568333.76
33528,2026-06-05,24.47,9568333.76
33529,2026-06-05,24.37,9568333.76
33530,2026-06-05,25.49,9568333.76
33531,2026-06-05,67.34,9568333.76
33535,2026-06-05,45.12,9568333.76
33539,2026-06-05,63.84,9568333.76
33542,2026-06-05,97.00,9568333.76
33544,2026-06-05,27.48,9568333.76
33547,2026-06-05,75.31,9568333.76
33548,2026-06-05,98.10,9568333.76
33549,2026-06-05,34.89,9568333.76
33552,2026-06-05,29.78,9568333.76
33555,2026-06-05,81.30,9568333.76
33556,2026-06-05,126.92,9568333.76
33561,2026-06-05,35.28,9568333.76
33567,2026-06-05,150.11,9568333.76
33568,2026-06-05,23.26,9568333.76
33570,2026-06-05,101.66,9568333.76
33572,2026-06-05,40.95,9568333.76
33573,2026-06-05,33.95,9568333.76
33574,2026-06-05,45.60,9568333.76
33575,2026-06-05,46.99,9568333.76
33576,2026-06-05,108.58,9568333.76
33577,2026-06-05,47.74,9568333.76
33581,2026-06-05,46.61,9568333.76
33582,2026-06-05,43.98,9568333.76
33584,2026-06-05,30.09,9568333.76
33587,2026-06-05,24.68,9568333.76
33589,2026-06-05,41.56,9568333.76
33593,2026-06-05,157.08,9568333.76
33596,2026-06-05,105.44,9568333.76
33597,2026-06-05,31.46,9568333.76
33598,2026-06-05,133.58,9568333.76
33599,2026-06-05,85.60,9568333.76
33600,2026-06-05,25.35,9568333.76
33604,2026-06-05,24.64,9568333.76
33607,2026-06-05,75.29,9568333.76
33610,2026-06-05,156.08,9568333.76
33614,2026-06-05,26.28,9568333.76
33618,2026-06-05,30.87,9568333.76
33620,2026-06-05,38.64,9568333.76
33621,2026-06-05,44.67,9568333.76
33622,2026-06-05,36.32,9568333.76
33623,2026-06-05,55.44,9568333.76
33624,2026-06-05,30.11,9568333.76
33626,2026-06-05,30.93,9568333.76
33627,2026-06-05,104.89,9568333.76
33629,2026-06-05,29.79,9568333.76
33632,2026-06-05,125.65,9568333.76
33633,2026-06-05,32.51,9568333.76
33635,2026-06-05,32.81,9568333.76
33636,2026-06-05,21.64,9568333.76
33637,2026-06-05,80.38,9568333.76
33638,2026-06-05,38.79,9568333.76
33641,2026-06-05,37.95,9568333.76
33642,2026-06-05,25.82,9568333.76
33643,2026-06-05,73.27,9568333.76
33647,2026-06-05,122.07,9568333.76
33648,2026-06-05,78.96,9568333.76
33649,2026-06-05,30.38,9568333.76
33650,2026-06-05,81.36,9568333.76
33654,2026-06-05,47.15,9568333.76
33657,2026-06-05,45.64,9568333.76
33659,2026-06-05,103.16,9568333.76
33661,2026-06-05,22.79,9568333.76
33662,2026-06-05,30.79,9568333.76
33664,2026-06-05,149.32,9568333.76
33667,2026-06-05,103.05,9568333.76
33668,2026-06-05,71.02,9568333.76
33672,2026-06-05,42.31,9568333.76
33674,2026-06-05,152.25,9568333.76
33676,2026-06-05,35.27,9568333.76
33680,2026-06-05,22.25,9568333.76
33682,2026-06-05,41.32,9568333.76
33686,2026-06-05,86.06,9568333.76
33687,2026-06-05,74.86,9568333.76
33692,2026-06-05,35.04,9568333.76
33694,2026-06-05,23.15,9568333.76
33695,2026-06-05,29.94,9568333.76
33696,2026-06-05,39.07,9568333.76
33697,2026-06-05,138.94,9568333.76
33699,2026-06-05,55.21,9568333.76
33701,2026-06-05,63.86,9568333.76
33702,2026-06-05,105.03,9568333.76
33704,2026-06-05,37.95,9568333.76
33706,2026-06-05,55.83,9568333.76
33707,2026-06-05,112.37,9568333.76
33708,2026-06-05,59.34,9568333.76
33709,2026-06-05,21.56,9568333.76
33712,2026-06-05,67.12,9568333.76
33715,2026-06-05,37.16,9568333.76
33716,2026-06-05,37.28,9568333.76
33717,2026-06-05,43.80,9568333.76
33718,2026-06-05,44.79,9568333.76
33721,2026-06-05,124.01,9568333.76
33723,2026-06-05,45.81,9568333.76
33725,2026-06-05,155.46,9568333.76
33726,2026-06-05,29.63,9568333.76
33728,2026-06-05,66.80,9568333.76
33729,2026-06-05,30.85,9568333.76
33732,2026-06-05,122.93,9568333.76
33733,2026-06-05,74.70,9568333.76
33737,2026-06-05,70.36,9568333.76
33744,2026-06-05,22.22,9568333.76
33745,2026-06-05,83.32,9568333.76
33748,2026-06-05,21.64,9568333.76
33749,2026-06-05,122.93,9568333.76
33752,2026-06-05,47.36,9568333.76
33753,2026-06-05,122.80,9568333.76
33754,2026-06-05,86.20,9568333.76
33755,2026-06-05,38.58,9568333.76
33756,2026-06-05,70.04,9568333.76
33758,2026-06-05,25.18,9568333.76
33760,2026-06-05,156.47,9568333.76
33761,2026-06-05,138.83,9568333.76
33762,2026-06-05,70.99,9568333.76
33768,2026-06-05,44.60,9568333.76
33770,2026-06-05,143.65,9568333.76
33774,2026-06-05,82.04,9568333.76
33775,2026-06-05,62.87,9568333.76
33778,2026-06-05,41.14,9568333.76
33779,2026-06-05,136.66,9568333.76
33781,2026-06-05,64.71,9568333.76
33783,2026-06-05,36.45,9568333.76
33785,2026-06-05,24.87,9568333.76
33788,2026-06-05,40.19,9568333.76
33790,2026-06-05,47.84,9568333.76
33792,2026-06-05,123.63,9568333.76
33793,2026-06-05,66.97,9568333.76
33795,2026-06-05,43.82,9568333.76
33797,2026-06-05,22.66,9568333.76
33802,2026-06-05,35.83,9568333.76
33807,2026-06-05,97.31,9568333.76
33812,2026-06-05,60.89,9568333.76
33814,2026-06-05,84.44,9568333.76
33815,2026-06-05,31.33,9568333.76
33816,2026-06-05,68.81,9568333.76
33817,2026-06-05,69.71,9568333.76
33819,2026-06-05,71.25,9568333.76
33820,2026-06-05,88.19,9568333.76
33823,2026-06-05,129.58,9568333.76
33825,2026-06-05,68.68,9568333.76
33828,2026-06-05,134.04,9568333.76
33829,2026-06-05,99.37,9568333.76
33831,2026-06-05,133.79,9568333.76
33834,2026-06-05,30.73,9568333.76
33836,2026-06-05,39.57,9568333.76
33837,2026-06-05,64.88,9568333.76
33838,2026-06-05,121.39,9568333.76
33845,2026-06-05,122.45,9568333.76
33846,2026-06-05,85.16,9568333.76
33852,2026-06-05,113.57,9568333.76
33855,2026-06-05,43.78,9568333.76
33857,2026-06-05,30.41,9568333.76
33859,2026-06-05,65.41,9568333.76
33861,2026-06-05,53.52,9568333.76
33864,2026-06-05,28.43,9568333.76
33869,2026-06-05,29.30,9568333.76
33870,2026-06-05,26.20,9568333.76
33871,2026-06-05,27.12,9568333.76
33874,2026-06-05,156.23,9568333.76
33881,2026-06-05,22.32,9568333.76
33884,2026-06-05,39.17,9568333.76
33886,2026-06-05,75.73,9568333.76
33890,2026-06-05,88.98,9568333.76
33895,2026-06-05,87.75,9568333.76
33896,2026-06-05,36.81,9568333.76
33899,2026-06-05,74.89,9568333.76
33900,2026-06-05,153.16,9568333.76
33901,2026-06-05,57.84,9568333.76
33902,2026-06-05,42.20,9568333.76
33904,2026-06-05,63.30,9568333.76
33905,2026-06-05,29.71,9568333.76
33906,2026-06-05,40.54,9568333.76
33907,2026-06-05,34.04,9568333.76
33908,2026-06-05,36.68,9568333.76
33913,2026-06-05,60.28,9568333.76
33918,2026-06-05,83.75,9568333.76
33920,2026-06-05,57.19,9568333.76
33921,2026-06-05,126.63,9568333.76
33922,2026-06-05,22.53,9568333.76
33923,2026-06-05,86.28,9568333.76
33924,2026-06-05,47.62,9568333.76
33925,2026-06-05,27.91,9568333.76
33929,2026-06-05,70.14,9568333.76
33930,2026-06-05,135.63,9568333.76
33935,2026-06-05,105.46,9568333.76
33936,2026-06-05,22.10,9568333.76
33938,2026-06-05,53.53,9568333.76
33940,2026-06-05,137.76,9568333.76
33943,2026-06-05,100.57,9568333.76
33944,2026-06-05,25.94,9568333.76
33946,2026-06-05,43.02,9568333.76
33952,2026-06-05,42.43,9568333.76
