customerid,month,payment,nextmonthpayment
53526,6,108.51,108.51
53526,7,108.51,
53527,5,115.17,115.17
53527,6,115.17,115.17
53527,7,115.17,
53528,5,59.10,59.10
53528,6,59.10,59.10
53528,7,59.10,
53529,5,84.12,84.12
53529,6,84.12,84.12
53529,7,84.12,
53530,5,23.35,23.35
53530,6,23.35,23.35
53530,7,23.35,
53531,5,29.47,29.47
53531,6,29.47,29.47
53531,7,29.47,
53532,5,68.26,68.26
53532,6,68.26,68.26
53532,7,68.26,
53533,5,90.51,90.51
53533,6,90.51,90.51
53533,7,90.51,
53534,5,28.25,28.25
53534,6,28.25,28.25
53534,7,28.25,
53535,5,141.15,141.15
53535,6,141.15,141.15
53535,7,141.15,
53536,5,89.87,89.87
53536,6,89.87,89.87
53536,7,89.87,
53537,5,61.88,61.88
53537,6,61.88,61.88
53537,7,61.88,
53538,5,87.83,87.83
53538,6,87.83,87.83
53538,7,87.83,
53539,5,54.43,54.43
53539,6,54.43,54.43
53539,7,54.43,
53540,5,43.10,43.10
53540,6,43.10,43.10
53540,7,43.10,
53541,5,71.39,71.39
53541,6,71.39,71.39
53541,7,71.39,
53542,5,30.76,30.76
53542,6,30.76,30.76
53542,7,30.76,
53543,5,90.31,90.31
53543,6,90.31,90.31
53543,7,90.31,
53544,5,141.78,141.78
53544,6,141.78,141.78
53544,7,141.78,
53545,5,35.63,35.63
53545,6,35.63,35.63
53545,7,35.63,
53546,5,148.43,148.43
53546,6,148.43,148.43
53546,7,148.43,
53547,5,75.47,75.47
53547,6,75.47,75.47
53547,7,75.47,
53548,5,42.44,42.44
53548,6,42.44,42.44
53548,7,42.44,
53549,5,156.15,156.15
53549,6,156.15,156.15
53549,7,156.15,
53550,5,58.34,58.34
53550,6,58.34,58.34
53550,7,58.34,
53551,5,81.31,81.31
53551,6,81.31,81.31
53551,7,81.31,
53552,5,43.16,43.16
53552,6,43.16,43.16
53552,7,43.16,
53553,5,22.27,22.27
53553,6,22.27,22.27
53553,7,22.27,
53554,5,114.18,114.18
53554,6,114.18,114.18
53554,7,114.18,
53555,5,42.91,42.91
53555,6,42.91,42.91
53555,7,42.91,
53556,5,29.16,29.16
53556,6,29.16,29.16
53556,7,29.16,
53557,5,66.59,66.59
53557,6,66.59,66.59
53557,7,66.59,
53558,5,75.04,75.04
53558,6,75.04,75.04
53558,7,75.04,
53559,5,26.48,26.48
53559,6,26.48,26.48
53559,7,26.48,
53560,5,38.17,38.17
53560,6,38.17,38.17
53560,7,38.17,
53561,5,30.93,30.93
53561,6,30.93,30.93
53561,7,30.93,
53562,5,35.84,35.84
53562,6,35.84,35.84
53562,7,35.84,
53563,5,72.85,72.85
53563,6,72.85,72.85
53563,7,72.85,
53564,5,35.28,35.28
53564,6,35.28,35.28
53564,7,35.28,
53565,5,79.62,79.62
53565,6,79.62,79.62
53565,7,79.62,
53566,5,80.76,80.76
53566,6,80.76,80.76
53566,7,80.76,
53567,5,25.68,25.68
53567,6,25.68,25.68
53567,7,25.68,
53568,5,32.27,32.27
53568,6,32.27,32.27
53568,7,32.27,
53569,5,76.60,76.60
53569,6,76.60,76.60
53569,7,76.60,
53570,5,144.75,144.75
53570,6,144.75,144.75
53570,7,144.75,
53571,5,152.64,152.64
53571,6,152.64,152.64
53571,7,152.64,
53572,5,39.30,39.30
53572,6,39.30,39.30
53572,7,39.30,
53573,5,28.00,28.00
53573,6,28.00,28.00
53573,7,28.00,
53574,5,30.46,30.46
53574,6,30.46,30.46
53574,7,30.46,
53575,5,42.97,42.97
53575,6,42.97,42.97
53575,7,42.97,
53576,5,88.87,88.87
53576,6,88.87,88.87
53576,7,88.87,
53577,5,66.37,66.37
53577,6,66.37,66.37
53577,7,66.37,
53578,5,21.99,21.99
53578,6,21.99,21.99
53578,7,21.99,
53579,5,30.66,30.66
53579,6,30.66,30.66
53579,7,30.66,
53580,5,40.84,40.84
53580,6,40.84,40.84
53580,7,40.84,
53581,5,39.47,39.47
53581,6,39.47,39.47
53581,7,39.47,
53582,5,29.55,29.55
53582,6,29.55,29.55
53582,7,29.55,
53583,5,152.59,152.59
53583,6,152.59,152.59
53583,7,152.59,
53584,5,54.74,54.74
53584,6,54.74,54.74
53584,7,54.74,
53585,5,27.09,27.09
53585,6,27.09,27.09
53585,7,27.09,
53586,5,58.35,58.35
53586,6,58.35,58.35
53586,7,58.35,
53587,5,25.33,25.33
53587,6,25.33,25.33
53587,7,25.33,
53588,5,23.63,23.63
53588,6,23.63,23.63
53588,7,23.63,
53589,5,85.77,85.77
53589,6,85.77,85.77
53589,7,85.77,
53590,5,36.05,36.05
53590,6,36.05,36.05
53590,7,36.05,
53591,5,33.49,33.49
53591,6,33.49,33.49
53591,7,33.49,
53592,5,64.47,64.47
53592,6,64.47,64.47
53592,7,64.47,
53593,5,112.95,112.95
53593,6,112.95,112.95
53593,7,112.95,
53594,5,73.24,73.24
53594,6,73.24,73.24
53594,7,73.24,
53595,5,148.48,148.48
53595,6,148.48,148.48
53595,7,148.48,
53596,5,37.75,37.75
53596,6,37.75,37.75
53596,7,37.75,
53597,5,43.17,43.17
53597,6,43.17,43.17
53597,7,43.17,
53598,5,33.24,33.24
53598,6,33.24,33.24
53598,7,33.24,
53599,5,118.06,118.06
53599,6,118.06,118.06
53599,7,118.06,
53600,5,27.79,27.79
53600,6,27.79,27.79
53600,7,27.79,
53601,5,112.87,112.87
53601,6,112.87,112.87
53601,7,112.87,
53602,5,38.94,38.94
53602,6,38.94,38.94
53602,7,38.94,
53603,5,64.76,64.76
53603,6,64.76,64.76
53603,7,64.76,
53604,5,67.55,67.55
53604,6,67.55,67.55
53604,7,67.55,
53605,5,81.04,81.04
53605,6,81.04,81.04
53605,7,81.04,
53606,5,21.61,21.61
53606,6,21.61,21.61
53606,7,21.61,
53607,5,62.35,62.35
53607,6,62.35,62.35
53607,7,62.35,
53608,5,29.26,29.26
53608,6,29.26,29.26
53608,7,29.26,
53609,5,74.63,74.63
53609,6,74.63,74.63
53609,7,74.63,
53610,5,29.00,29.00
53610,6,29.00,29.00
53610,7,29.00,
53611,5,81.26,81.26
53611,6,81.26,81.26
53611,7,81.26,
53612,5,114.46,114.46
53612,6,114.46,114.46
53612,7,114.46,
53613,5,54.57,54.57
53613,6,54.57,54.57
53613,7,54.57,
53614,5,127.85,127.85
53614,6,127.85,127.85
53614,7,127.85,
53615,5,89.81,89.81
53615,6,89.81,89.81
53615,7,89.81,
53616,5,76.69,76.69
53616,6,76.69,76.69
53616,7,76.69,
53617,5,33.71,33.71
53617,6,33.71,33.71
53617,7,33.71,
53618,5,36.39,36.39
53618,6,36.39,36.39
53618,7,36.39,
53619,5,152.58,152.58
53619,6,152.58,152.58
53619,7,152.58,
53620,5,54.91,54.91
53620,6,54.91,54.91
53620,7,54.91,
53621,5,37.05,37.05
53621,6,37.05,37.05
53621,7,37.05,
53622,5,80.43,80.43
53622,6,80.43,80.43
53622,7,80.43,
53623,5,54.74,54.74
53623,6,54.74,54.74
53623,7,54.74,
53624,5,97.23,97.23
53624,6,97.23,97.23
53624,7,97.23,
53625,5,89.81,89.81
53625,6,89.81,89.81
53625,7,89.81,
53626,5,123.51,123.51
53626,6,123.51,123.51
53626,7,123.51,
53627,5,71.37,71.37
53627,6,71.37,71.37
53627,7,71.37,
53628,5,46.16,46.16
53628,6,46.16,46.16
53628,7,46.16,
53629,5,59.20,59.20
53629,6,59.20,59.20
53629,7,59.20,
53630,5,155.96,155.96
53630,6,155.96,155.96
53630,7,155.96,
53631,5,89.86,89.86
53631,6,89.86,89.86
53631,7,89.86,
53632,5,144.38,144.38
53632,6,144.38,144.38
53632,7,144.38,
53633,5,76.58,76.58
53633,6,76.58,76.58
53633,7,76.58,
53634,5,131.41,131.41
53634,6,131.41,131.41
53634,7,131.41,
53635,5,140.99,140.99
53635,6,140.99,140.99
53635,7,140.99,
53636,5,128.25,128.25
53636,6,128.25,128.25
53636,7,128.25,
53637,5,86.56,86.56
53637,6,86.56,86.56
53637,7,86.56,
53638,5,80.43,80.43
53638,6,80.43,80.43
53638,7,80.43,
53639,5,90.61,90.61
53639,6,90.61,90.61
53639,7,90.61,
53640,5,56.04,56.04
53640,6,56.04,56.04
53640,7,56.04,
53641,5,36.60,36.60
53641,6,36.60,36.60
53641,7,36.60,
53642,5,144.23,144.23
53642,6,144.23,144.23
53642,7,144.23,
53643,5,30.14,30.14
53643,6,30.14,30.14
53643,7,30.14,
53644,5,125.63,125.63
53644,6,125.63,125.63
53644,7,125.63,
53645,5,37.47,37.47
53645,6,37.47,37.47
53645,7,37.47,
53646,5,24.65,24.65
53646,6,24.65,24.65
53646,7,24.65,
53647,5,73.74,73.74
53647,6,73.74,73.74
53647,7,73.74,
53648,5,24.80,24.80
53648,6,24.80,24.80
53648,7,24.80,
53649,5,54.66,54.66
53649,6,54.66,54.66
53649,7,54.66,
53650,5,44.83,44.83
53650,6,44.83,44.83
53650,7,44.83,
53651,5,71.66,71.66
53651,6,71.66,71.66
53651,7,71.66,
53652,5,66.12,66.12
53652,6,66.12,66.12
53652,7,66.12,
53653,5,22.04,22.04
53653,6,22.04,22.04
53653,7,22.04,
53654,5,88.08,88.08
53654,6,88.08,88.08
53654,7,88.08,
53655,5,57.27,57.27
53655,6,57.27,57.27
53655,7,57.27,
53656,5,35.30,35.30
53656,6,35.30,35.30
53656,7,35.30,
53657,5,25.56,25.56
53657,6,25.56,25.56
53657,7,25.56,
53658,5,34.11,34.11
53658,6,34.11,34.11
53658,7,34.11,
53659,5,65.48,65.48
53659,6,65.48,65.48
53659,7,65.48,
53660,5,153.83,153.83
53660,6,153.83,153.83
53660,7,153.83,
53661,5,72.74,72.74
53661,6,72.74,72.74
53661,7,72.74,
53662,5,90.04,90.04
53662,6,90.04,90.04
53662,7,90.04,
53663,5,69.98,69.98
53663,6,69.98,69.98
53663,7,69.98,
53664,5,44.90,44.90
53664,6,44.90,44.90
53664,7,44.90,
53665,5,29.48,29.48
53665,6,29.48,29.48
53665,7,29.48,
53666,5,53.92,53.92
53666,6,53.92,53.92
53666,7,53.92,
53667,5,24.16,24.16
53667,6,24.16,24.16
53667,7,24.16,
53668,5,101.19,101.19
53668,6,101.19,101.19
53668,7,101.19,
53669,5,79.88,79.88
53669,6,79.88,79.88
53669,7,79.88,
53670,5,23.94,23.94
53670,6,23.94,23.94
53670,7,23.94,
53671,5,27.65,27.65
53671,6,27.65,27.65
53671,7,27.65,
53672,5,150.81,150.81
53672,6,150.81,150.81
53672,7,150.81,
53673,5,30.63,30.63
53673,6,30.63,30.63
53673,7,30.63,
53674,5,116.18,116.18
53674,6,116.18,116.18
53674,7,116.18,
53675,5,31.43,31.43
53675,6,31.43,31.43
53675,7,31.43,
53676,5,26.02,26.02
53676,6,26.02,26.02
53676,7,26.02,
53677,5,39.18,39.18
53677,6,39.18,39.18
53677,7,39.18,
53678,5,117.61,117.61
53678,6,117.61,117.61
53678,7,117.61,
53679,5,23.53,23.53
53679,6,23.53,23.53
53679,7,23.53,
53680,5,36.05,36.05
53680,6,36.05,36.05
53680,7,36.05,
53681,5,119.56,119.56
53681,6,119.56,119.56
53681,7,119.56,
53682,5,45.21,45.21
53682,6,45.21,45.21
53682,7,45.21,
53683,5,28.65,28.65
53683,6,28.65,28.65
53683,7,28.65,
53684,5,54.44,54.44
53684,6,54.44,54.44
53684,7,54.44,
53685,5,42.84,42.84
53685,6,42.84,42.84
53685,7,42.84,
53686,5,151.51,151.51
53686,6,151.51,151.51
53686,7,151.51,
53687,5,22.79,22.79
53687,6,22.79,22.79
53687,7,22.79,
53688,5,31.15,31.15
53688,6,31.15,31.15
53688,7,31.15,
53689,5,68.92,68.92
53689,6,68.92,68.92
53689,7,68.92,
53690,5,29.86,29.86
53690,6,29.86,29.86
53690,7,29.86,
53691,5,36.19,36.19
53691,6,36.19,36.19
53691,7,36.19,
53692,5,107.32,107.32
53692,6,107.32,107.32
53692,7,107.32,
53693,5,141.71,141.71
53693,6,141.71,141.71
53693,7,141.71,
53694,5,44.80,44.80
53694,6,44.80,44.80
53694,7,44.80,
53695,5,101.68,101.68
53695,6,101.68,101.68
53695,7,101.68,
53696,5,21.99,21.99
53696,6,21.99,21.99
53696,7,21.99,
53697,5,72.91,72.91
53697,6,72.91,72.91
53697,7,72.91,
53698,5,59.85,59.85
53698,6,59.85,59.85
53698,7,59.85,
53699,5,136.83,136.83
53699,6,136.83,136.83
53699,7,136.83,
53700,5,78.21,78.21
53700,6,78.21,78.21
53700,7,78.21,
53701,5,86.50,86.50
53701,6,86.50,86.50
53701,7,86.50,
53702,5,81.16,81.16
53702,6,81.16,81.16
53702,7,81.16,
53703,5,109.11,109.11
53703,6,109.11,109.11
53703,7,109.11,
53704,5,25.87,25.87
53704,6,25.87,25.87
53704,7,25.87,
53705,5,100.45,100.45
53705,6,100.45,100.45
53705,7,100.45,
53706,5,24.58,24.58
53706,6,24.58,24.58
53706,7,24.58,
53707,5,111.48,111.48
53707,6,111.48,111.48
53707,7,111.48,
53708,5,21.46,21.46
53708,6,21.46,21.46
53708,7,21.46,
53709,5,72.83,72.83
53709,6,72.83,72.83
53709,7,72.83,
53710,5,29.66,29.66
53710,6,29.66,29.66
53710,7,29.66,
53711,5,57.57,57.57
53711,6,57.57,57.57
53711,7,57.57,
53712,5,65.13,65.13
53712,6,65.13,65.13
53712,7,65.13,
53713,5,25.66,25.66
53713,6,25.66,25.66
53713,7,25.66,
53714,5,29.59,29.59
53714,6,29.59,29.59
53714,7,29.59,
53715,5,24.09,24.09
53715,6,24.09,24.09
53715,7,24.09,
53716,5,61.46,61.46
53716,6,61.46,61.46
53716,7,61.46,
53717,5,30.73,30.73
53717,6,30.73,30.73
53717,7,30.73,
53718,5,45.59,45.59
53718,6,45.59,45.59
53718,7,45.59,
53719,5,24.77,24.77
53719,6,24.77,24.77
53719,7,24.77,
53720,5,43.57,43.57
53720,6,43.57,43.57
53720,7,43.57,
53721,5,25.93,25.93
53721,6,25.93,25.93
53721,7,25.93,
53722,5,53.80,53.80
53722,6,53.80,53.80
53722,7,53.80,
53723,5,77.83,77.83
53723,6,77.83,77.83
53723,7,77.83,
53724,5,56.61,56.61
53724,6,56.61,56.61
53724,7,56.61,
53725,5,65.97,65.97
53725,6,65.97,65.97
53725,7,65.97,
53726,5,103.01,103.01
53726,6,103.01,103.01
53726,7,103.01,
53727,5,78.83,78.83
53727,6,78.83,78.83
53727,7,78.83,
53728,5,39.00,39.00
53728,6,39.00,39.00
53728,7,39.00,
53729,5,90.65,90.65
53729,6,90.65,90.65
53729,7,90.65,
53730,5,46.84,46.84
53730,6,46.84,46.84
53730,7,46.84,
53731,5,134.09,134.09
53731,6,134.09,134.09
53731,7,134.09,
53732,5,37.34,37.34
53732,6,37.34,37.34
53732,7,37.34,
53733,5,27.73,27.73
53733,6,27.73,27.73
53733,7,27.73,
53734,5,75.36,75.36
53734,6,75.36,75.36
53734,7,75.36,
53735,5,144.46,144.46
53735,6,144.46,144.46
53735,7,144.46,
53736,5,85.21,85.21
53736,6,85.21,85.21
53736,7,85.21,
53737,5,132.73,132.73
53737,6,132.73,132.73
53737,7,132.73,
53738,5,48.01,48.01
53738,6,48.01,48.01
53738,7,48.01,
53739,5,57.76,57.76
53739,6,57.76,57.76
53739,7,57.76,
53740,5,48.05,48.05
53740,6,48.05,48.05
53740,7,48.05,
53741,5,33.49,33.49
53741,6,33.49,33.49
53741,7,33.49,
53742,5,28.96,28.96
53742,6,28.96,28.96
53742,7,28.96,
53743,5,32.27,32.27
53743,6,32.27,32.27
53743,7,32.27,
53744,5,37.51,37.51
53744,6,37.51,37.51
53744,7,37.51,
53745,5,27.92,27.92
53745,6,27.92,27.92
53745,7,27.92,
53746,5,124.01,124.01
53746,6,124.01,124.01
53746,7,124.01,
53747,5,55.74,55.74
53747,6,55.74,55.74
53747,7,55.74,
53748,5,35.57,35.57
53748,6,35.57,35.57
53748,7,35.57,
53749,5,87.41,87.41
53749,6,87.41,87.41
53749,7,87.41,
53750,5,135.12,135.12
53750,6,135.12,135.12
53750,7,135.12,
53751,5,123.26,123.26
53751,6,123.26,123.26
53751,7,123.26,
53752,5,26.31,26.31
53752,6,26.31,26.31
53752,7,26.31,
53753,5,88.17,88.17
53753,6,88.17,88.17
53753,7,88.17,
53754,5,115.41,115.41
53754,6,115.41,115.41
53754,7,115.41,
53755,5,80.86,80.86
53755,6,80.86,80.86
53755,7,80.86,
53756,5,149.22,149.22
53756,6,149.22,149.22
53756,7,149.22,
53757,5,81.47,81.47
53757,6,81.47,81.47
53757,7,81.47,
53758,5,77.06,77.06
53758,6,77.06,77.06
53758,7,77.06,
53759,5,54.97,54.97
53759,6,54.97,54.97
53759,7,54.97,
53760,5,24.88,24.88
53760,6,24.88,24.88
53760,7,24.88,
53761,5,35.18,35.18
53761,6,35.18,35.18
53761,7,35.18,
53762,5,33.56,33.56
53762,6,33.56,33.56
53762,7,33.56,
53763,5,78.58,78.58
53763,6,78.58,78.58
53763,7,78.58,
53764,5,128.19,128.19
53764,6,128.19,128.19
53764,7,128.19,
53765,5,138.39,138.39
53765,6,138.39,138.39
53765,7,138.39,
53766,5,144.27,144.27
53766,6,144.27,144.27
53766,7,144.27,
53767,5,24.21,24.21
53767,6,24.21,24.21
53767,7,24.21,
53768,5,62.42,62.42
53768,6,62.42,62.42
53768,7,62.42,
53769,5,120.74,120.74
53769,6,120.74,120.74
53769,7,120.74,
53770,5,44.01,44.01
53770,6,44.01,44.01
53770,7,44.01,
53771,5,39.49,39.49
53771,6,39.49,39.49
53771,7,39.49,
53772,5,136.99,136.99
53772,6,136.99,136.99
53772,7,136.99,
53773,5,63.10,63.10
53773,6,63.10,63.10
53773,7,63.10,
53774,5,36.98,36.98
53774,6,36.98,36.98
53774,7,36.98,
53775,5,152.67,152.67
53775,6,152.67,152.67
53775,7,152.67,
53776,5,38.56,38.56
53776,6,38.56,38.56
53776,7,38.56,
53777,5,57.88,57.88
53777,6,57.88,57.88
53777,7,57.88,
53778,5,32.39,32.39
53778,6,32.39,32.39
53778,7,32.39,
53779,5,23.82,23.82
53779,6,23.82,23.82
53779,7,23.82,
53780,5,121.91,121.91
53780,6,121.91,121.91
53780,7,121.91,
53781,5,25.49,25.49
53781,6,25.49,25.49
53781,7,25.49,
53782,5,34.35,34.35
53782,6,34.35,34.35
53782,7,34.35,
53783,5,151.77,151.77
53783,6,151.77,151.77
53783,7,151.77,
53784,5,28.18,28.18
53784,6,28.18,28.18
53784,7,28.18,
53785,5,39.48,39.48
53785,6,39.48,39.48
53785,7,39.48,
53786,5,36.27,36.27
53786,6,36.27,36.27
53786,7,36.27,
53787,5,27.37,27.37
53787,6,27.37,27.37
53787,7,27.37,
53788,5,45.54,45.54
53788,6,45.54,45.54
53788,7,45.54,
53789,5,106.96,106.96
53789,6,106.96,106.96
53789,7,106.96,
53790,5,72.02,72.02
53790,6,72.02,72.02
53790,7,72.02,
53791,5,46.21,46.21
53791,6,46.21,46.21
53791,7,46.21,
53792,5,105.45,105.45
53792,6,105.45,105.45
53792,7,105.45,
53793,5,54.55,54.55
53793,6,54.55,54.55
53793,7,54.55,
53794,5,121.22,121.22
53794,6,121.22,121.22
53794,7,121.22,
53795,5,134.49,134.49
53795,6,134.49,134.49
53795,7,134.49,
53796,5,75.48,75.48
53796,6,75.48,75.48
53796,7,75.48,
53797,5,26.56,26.56
53797,6,26.56,26.56
53797,7,26.56,
53798,5,133.78,133.78
53798,6,133.78,133.78
53798,7,133.78,
53799,5,42.58,42.58
53799,6,42.58,42.58
53799,7,42.58,
53800,5,63.48,63.48
53800,6,63.48,63.48
53800,7,63.48,
53801,5,22.34,22.34
53801,6,22.34,22.34
53801,7,22.34,
53802,5,90.07,90.07
53802,6,90.07,90.07
53802,7,90.07,
53803,5,73.69,73.69
53803,6,73.69,73.69
53803,7,73.69,
53804,5,109.38,109.38
53804,6,109.38,109.38
53804,7,109.38,
53805,5,38.06,38.06
53805,6,38.06,38.06
53805,7,38.06,
53806,5,64.69,64.69
53806,6,64.69,64.69
53806,7,64.69,
53807,5,151.94,151.94
53807,6,151.94,151.94
53807,7,151.94,
53808,5,24.68,24.68
53808,6,24.68,24.68
53808,7,24.68,
53809,5,157.19,157.19
53809,6,157.19,157.19
53809,7,157.19,
53810,5,45.52,45.52
53810,6,45.52,45.52
53810,7,45.52,
53811,5,75.70,75.70
53811,6,75.70,75.70
53811,7,75.70,
53812,5,125.18,125.18
53812,6,125.18,125.18
53812,7,125.18,
53813,5,55.79,55.79
53813,6,55.79,55.79
53813,7,55.79,
53814,5,27.76,27.76
53814,6,27.76,27.76
53814,7,27.76,
53815,5,29.57,29.57
53815,6,29.57,29.57
53815,7,29.57,
53816,5,23.04,23.04
53816,6,23.04,23.04
53816,7,23.04,
53817,5,31.97,31.97
53817,6,31.97,31.97
53817,7,31.97,
53818,5,30.77,30.77
53818,6,30.77,30.77
53818,7,30.77,
53819,5,30.50,30.50
53819,6,30.50,30.50
53819,7,30.50,
53820,5,124.38,124.38
53820,6,124.38,124.38
53820,7,124.38,
53821,5,119.85,119.85
53821,6,119.85,119.85
53821,7,119.85,
53822,5,78.21,78.21
53822,6,78.21,78.21
53822,7,78.21,
53823,5,139.24,139.24
53823,6,139.24,139.24
53823,7,139.24,
53824,5,84.28,84.28
53824,6,84.28,84.28
53824,7,84.28,
53825,5,146.33,146.33
53825,6,146.33,146.33
53825,7,146.33,
53826,5,129.98,129.98
53826,6,129.98,129.98
53826,7,129.98,
53827,5,68.47,68.47
53827,6,68.47,68.47
53827,7,68.47,
53828,5,130.55,130.55
53828,6,130.55,130.55
53828,7,130.55,
53829,5,147.72,147.72
53829,6,147.72,147.72
53829,7,147.72,
53830,5,56.80,56.80
53830,6,56.80,56.80
53830,7,56.80,
53831,5,22.66,22.66
53831,6,22.66,22.66
53831,7,22.66,
53832,5,22.96,22.96
53832,6,22.96,22.96
53832,7,22.96,
53833,5,59.57,59.57
53833,6,59.57,59.57
53833,7,59.57,
53834,5,23.37,23.37
53834,6,23.37,23.37
53834,7,23.37,
53835,5,153.37,153.37
53835,6,153.37,153.37
53835,7,153.37,
53836,5,23.23,23.23
53836,6,23.23,23.23
53836,7,23.23,
53837,5,63.01,63.01
53837,6,63.01,63.01
53837,7,63.01,
53838,5,46.82,46.82
53838,6,46.82,46.82
53838,7,46.82,
53839,5,45.37,45.37
53839,6,45.37,45.37
53839,7,45.37,
53840,5,78.61,78.61
53840,6,78.61,78.61
53840,7,78.61,
53841,5,33.81,33.81
53841,6,33.81,33.81
53841,7,33.81,
53842,5,33.94,33.94
53842,6,33.94,33.94
53842,7,33.94,
53843,5,56.06,56.06
53843,6,56.06,56.06
53843,7,56.06,
53844,5,46.44,46.44
53844,6,46.44,46.44
53844,7,46.44,
53845,5,27.23,27.23
53845,6,27.23,27.23
53845,7,27.23,
53846,5,24.56,24.56
53846,6,24.56,24.56
53846,7,24.56,
53847,5,29.08,29.08
53847,6,29.08,29.08
53847,7,29.08,
53848,5,31.35,31.35
53848,6,31.35,31.35
53848,7,31.35,
53849,5,153.22,153.22
53849,6,153.22,153.22
53849,7,153.22,
53850,5,21.95,21.95
53850,6,21.95,21.95
53850,7,21.95,
53851,5,84.48,84.48
53851,6,84.48,84.48
53851,7,84.48,
53852,5,72.74,72.74
53852,6,72.74,72.74
53852,7,72.74,
53853,5,131.74,131.74
53853,6,131.74,131.74
53853,7,131.74,
53854,5,41.68,41.68
53854,6,41.68,41.68
53854,7,41.68,
53855,5,44.79,44.79
53855,6,44.79,44.79
53855,7,44.79,
53856,5,64.71,64.71
53856,6,64.71,64.71
53856,7,64.71,
53857,5,22.73,22.73
53857,6,22.73,22.73
53857,7,22.73,
53858,5,75.60,75.60
53858,6,75.60,75.60
53858,7,75.60,
53859,5,134.28,134.28
53859,6,134.28,134.28
53859,7,134.28,
53860,5,68.35,68.35
53860,6,68.35,68.35
53860,7,68.35,
53861,5,23.65,23.65
53861,6,23.65,23.65
53861,7,23.65,
53862,5,58.82,58.82
53862,6,58.82,58.82
53862,7,58.82,
53863,5,79.09,79.09
53863,6,79.09,79.09
53863,7,79.09,
53864,5,57.90,57.90
53864,6,57.90,57.90
53864,7,57.90,
53865,5,108.73,108.73
53865,6,108.73,108.73
53865,7,108.73,
53866,5,32.90,32.90
53866,6,32.90,32.90
53866,7,32.90,
53867,5,62.70,62.70
53867,6,62.70,62.70
53867,7,62.70,
53868,5,27.70,27.70
53868,6,27.70,27.70
53868,7,27.70,
53869,5,90.31,90.31
53869,6,90.31,90.31
53869,7,90.31,
53870,5,132.54,132.54
53870,6,132.54,132.54
53870,7,132.54,
53871,5,39.47,39.47
53871,6,39.47,39.47
53871,7,39.47,
53872,5,129.52,129.52
53872,6,129.52,129.52
53872,7,129.52,
53873,5,44.69,44.69
53873,6,44.69,44.69
53873,7,44.69,
53874,5,77.20,77.20
53874,6,77.20,77.20
53874,7,77.20,
53875,5,72.76,72.76
53875,6,72.76,72.76
53875,7,72.76,
53876,5,61.04,61.04
53876,6,61.04,61.04
53876,7,61.04,
53877,5,36.81,36.81
53877,6,36.81,36.81
53877,7,36.81,
53878,5,63.80,63.80
53878,6,63.80,63.80
53878,7,63.80,
53879,5,70.46,70.46
53879,6,70.46,70.46
53879,7,70.46,
53880,5,29.13,29.13
53880,6,29.13,29.13
53880,7,29.13,
53881,5,33.54,33.54
53881,6,33.54,33.54
53881,7,33.54,
53882,5,27.82,27.82
53882,6,27.82,27.82
53882,7,27.82,
53883,5,117.46,117.46
53883,6,117.46,117.46
53883,7,117.46,
53884,5,76.02,76.02
53884,6,76.02,76.02
53884,7,76.02,
53885,5,158.41,158.41
53885,6,158.41,158.41
53885,7,158.41,
53886,5,37.98,37.98
53886,6,37.98,37.98
53886,7,37.98,
53887,5,48.12,48.12
53887,6,48.12,48.12
53887,7,48.12,
53888,5,29.86,29.86
53888,6,29.86,29.86
53888,7,29.86,
53889,5,133.19,133.19
53889,6,133.19,133.19
53889,7,133.19,
53890,5,38.65,38.65
53890,6,38.65,38.65
53890,7,38.65,
53891,5,57.60,57.60
53891,6,57.60,57.60
53891,7,57.60,
53892,5,100.65,100.65
53892,6,100.65,100.65
53892,7,100.65,
53893,5,32.47,32.47
53893,6,32.47,32.47
53893,7,32.47,
53894,5,65.64,65.64
53894,6,65.64,65.64
53894,7,65.64,
53895,5,36.01,36.01
53895,6,36.01,36.01
53895,7,36.01,
53896,5,29.33,29.33
53896,6,29.33,29.33
53896,7,29.33,
53897,5,87.55,87.55
53897,6,87.55,87.55
53897,7,87.55,
53898,5,27.60,27.60
53898,6,27.60,27.60
53898,7,27.60,
53899,5,82.97,82.97
53899,6,82.97,82.97
53899,7,82.97,
53900,5,47.11,47.11
53900,6,47.11,47.11
53900,7,47.11,
53901,5,46.49,46.49
53901,6,46.49,46.49
53901,7,46.49,
53902,5,156.73,156.73
53902,6,156.73,156.73
53902,7,156.73,
53903,5,142.32,142.32
53903,6,142.32,142.32
53903,7,142.32,
53904,5,26.50,26.50
53904,6,26.50,26.50
53904,7,26.50,
53905,5,89.08,89.08
53905,6,89.08,89.08
53905,7,89.08,
53906,5,110.46,110.46
53906,6,110.46,110.46
53906,7,110.46,
53907,5,160.16,160.16
53907,6,160.16,160.16
53907,7,160.16,
53908,5,46.98,46.98
53908,6,46.98,46.98
53908,7,46.98,
53909,5,66.17,66.17
53909,6,66.17,66.17
53909,7,66.17,
53910,5,35.84,35.84
53910,6,35.84,35.84
53910,7,35.84,
53911,5,23.74,23.74
53911,6,23.74,23.74
53911,7,23.74,
53912,5,59.01,59.01
53912,6,59.01,59.01
53912,7,59.01,
53913,5,29.23,29.23
53913,6,29.23,29.23
53913,7,29.23,
53914,5,46.92,46.92
53914,6,46.92,46.92
